,0,1,2,3,4,5,6,7,8
0,1,44.14,Harry,Reynolds,USA,08.06.64,2s1,New Orleans,24.06.1992
1,2,44.22,Harry,Reynolds,USA,08.06.64,1r1,Zürich,15.08.1990
2,3,44.58,Harry,Reynolds,USA,08.06.64,1h4,New Orleans,23.06.1992
3,4,44.64,Harry,Reynolds,USA,08.06.64,2,Köln,19.08.1990
4,5,44.65,Harry,Reynolds,USA,08.06.64,5,New Orleans,26.06.1992
5,6,44.67,Harry,Reynolds,USA,08.06.64,1,Holmdel,10.06.1992
6,7,44.68,Harry,Reynolds,USA,08.06.64,1q1,New Orleans,23.06.1992
7,8,44.77,Harry,Reynolds,USA,08.06.64,1,Shizuoka,15.09.1990
8,9,44.91,Harry,Reynolds,USA,08.06.64,3,Monaco,12.08.1990
9,10,44.98,Harry,Reynolds,USA,08.06.64,1,San Francisco,06.06.1992
10,11,45.17,Harry,Reynolds,USA,08.06.64,3,Gateshead,17.08.1990
