,0,1,2,3,4,5,6
0,1,6880,Tatyana Chernova,RUS,29.01.88,Daegu,30.08.2011
1,2,6774,Tatyana Chernova,RUS,29.01.88,Götzis,27.05.2012
2,3,6773,Tatyana Chernova,RUS,29.01.88,Kladno,16.06.2011
3,4,6700,Lyudmila Blonska,UKR,09.11.77,Beijing,16.08.2008
4,5,6679,Tatyana Chernova,RUS,29.01.88,Talence,18.09.2011
5,6,6628,Tatyana Chernova,RUS,29.01.88,London,04.08.2012
6,7,6623,Tatyana Chernova,RUS,29.01.88,Kazan,11.07.2013
7,8,6618,Lyudmila Yosipenko,UKR,24.09.84,London,04.08.2012
8,9,6591,Tatyana Chernova,RUS,29.01.88,Beijing,16.08.2008
9,10,6572,Tatyana Chernova,RUS,29.01.88,Götzis,30.05.2010
10,11,6539,Tatyana Chernova,RUS,29.01.88,Götzis,29.05.2011
11,12,6534,Svetla Dimitrova,BUL,27.01.70,Helmond,16.07.1989
12,13,6512,Tatyana Chernova,RUS,29.01.88,Barcelona,31.07.2010
13,14,6501,Lyudmila Yosipenko,UKR,24.09.84,Götzis,27.05.2012
14,15,6453,Tatyana Chernova,RUS,29.01.88,Talence,19.09.2010
15,16,6425,Lyudmila Blonska,UKR,09.11.77,Bressanone,06.07.2003
16,17,6418,Lyudmila Blonska,UKR,09.11.77,Arles,08.06.2003
17,18,6401,Lyudmila Yosipenko,UKR,24.09.84,Talence,16.09.2012
18,19,6387,Lyudmila Yosipenko,UKR,24.09.84,Helsinki,30.06.2012
19,20,6386,Tatyana Chernova,RUS,29.01.88,Ratingen,21.06.2009
20,21,6366,Tatyana Chernova,RUS,29.01.88,Talence,13.09.2008
21,22,6315,Tatyana Chernova,RUS,29.01.88,Talence,16.09.2012
22,23,6306,Tatyana Chernova,RUS,29.01.88,Talence,20.09.2009
23,24,6288,Tatyana Chernova,RUS,29.01.88,Berlin,16.08.2009
24,25,6284,Tatyana Chernova,RUS,29.01.88,Götzis,26.05.2013
25,26,6263,Lyudmila Yosipenko,UKR,24.09.84,Daegu,30.08.2011
26,27,6243,Tatyana Chernova,RUS,29.01.88,Götzis,31.05.2009
27,28,6220,Lyudmila Yosipenko,UKR,24.09.84,Talence,18.09.2011
