,0,1,2,3,4,5,6
0,1,2.41,Ivan Ukhov,RUS,29.03.86,Ad-Dawhah,09.05.2014
1,2,2.38,Ivan Ukhov,RUS,29.03.86,London,07.08.2012
2,2,2.38,Ivan Ukhov,RUS,29.03.86,Lausanne,03.07.2014
3,4,2.37,Ivan Ukhov,RUS,29.03.86,Lausanne,23.08.2012
4,5,2.36,Javier Sotomayor,CUB,13.10.67,Camagüey,05.03.2000
5,5,2.36,Ivan Ukhov,RUS,29.03.86,Beijing,11.05.2014
6,7,2.35,Ivan Ukhov,RUS,29.03.86,Moskva,15.08.2013
7,8,2.34,Ivan Ukhov,RUS,29.03.86,Tokyo,11.05.2014
8,8,2.34,Ivan Ukhov,RUS,29.03.86,Székesfehérvár,08.07.2014
9,8,2.34,Ivan Ukhov,RUS,29.03.86,Monaco,18.07.2014
10,8,2.34,Ivan Ukhov,RUS,29.03.86,Bruxelles,05.09.2014
11,8,2.34,Ivan Ukhov,RUS,29.03.86,Marrakesh,13.09.2014
12,8,2.34,Andrey Silnov,RUS,09.09.84,Zhukovskiy,21.07.2016
13,14,2.33,Ivan Ukhov,RUS,29.03.86,Marrakesh,08.06.2014
14,15,2.31,Ivan Ukhov,RUS,29.03.86,Zürich,30.08.2012
