,0,1,2,3,4,5,6,7,8
0,1,47.15,Bryan,Bronson,USA,09.09.72,,Uniondale,19.07.1998
1,2,47.7,Bryan,Bronson,USA,09.09.72,rA,Zürich,12.08.1998
2,3,47.76,Bryan,Bronson,USA,09.09.72,,Roma,14.07.1998
3,4,47.93,Bryan,Bronson,USA,09.09.72,,Monaco,08.08.1998
4,5,48.03,Bryan,Bronson,USA,09.09.72,,Berlin,01.09.1998
5,6,48.08,Danny,Harris,USA,07.09.65,,Rio de Janeiro,04.05.1996
6,7,48.22,Bryan,Bronson,USA,09.09.72,,Edwardsville,25.07.1998
7,8,48.25,Bryan,Bronson,USA,09.09.72,,Bruxelles,28.08.1998
8,9,48.94,Bryan,Bronson,USA,09.09.72,,Moskva,05.09.1998
