,0,1,2,3,4,5,6,7,8,9
0,1,87.37,Ihab,Abdelrahman,El,Sayed,EGY,01.05.89,Eugene,28.05.2016
1,2,86.0,Ihab,Abdelrahman,El,Sayed,EGY,01.05.89,Stockholm,16.06.2016
