,0,1,2,3,4,5,6
0,1,91.24,Jan Zelezný,CZE,16.06.66,Oslo,04.07.1992
1,2,90.78,Jan Zelezný,CZE,16.06.66,Oslo,04.07.1992
2,3,90.48,Steve Backley,GBR,12.02.69,Sheffield,15.09.1991
3,4,90.1,Jan Zelezný,CZE,16.06.66,Oslo,04.07.1992
4,5,89.2,Steve Backley,GBR,12.02.69,London,20.07.1990
5,6,88.24,Jan Zelezný,CZE,16.06.66,Oslo,14.07.1990
6,7,88.08,Steve Backley,GBR,12.02.69,Edinburgh,19.07.1991
7,8,87.4,Seppo Räty,FIN,27.04.62,Shizuoka,06.05.1991
8,9,87.38,Jan Zelezný,CZE,16.06.66,Oslo,04.07.1992
9,10,87.34,Jan Zelezný,CZE,16.06.66,Banská Bystrica,25.05.1991
10,11,87.32,Seppo Räty,FIN,27.04.62,Punkalaidun,02.06.1991
11,11,87.32,Jan Zelezný,CZE,16.06.66,Barcelona,20.09.1991
12,13,87.22,Jan Zelezný,CZE,16.06.66,Sevilla,30.05.1991
13,14,86.62,Seppo Räty,FIN,27.04.62,Stockholm,03.08.1991
14,15,86.5,Jan Zelezný,CZE,16.06.66,Lausanne,10.07.1991
15,16,86.46,Steve Backley,GBR,12.02.69,London,19.06.1991
16,17,86.4,Steve Backley,GBR,12.02.69,London,20.07.1990
17,17,86.4,Jan Zelezný,CZE,16.06.66,Barcelona,20.09.1991
18,19,86.04,Steve Backley,GBR,12.02.69,Zürich,07.08.1991
19,20,85.88,Steve Backley,GBR,12.02.69,London,20.07.1990
20,21,85.8,Jan Zelezný,CZE,16.06.66,Sevilla,30.05.1991
21,22,85.66,Seppo Räty,FIN,27.04.62,Helsinki,27.06.1991
22,23,85.62,Seppo Räty,FIN,27.04.62,Tampere,17.06.1991
23,23,85.62,Steve Backley,GBR,12.02.69,Gateshead,09.08.1991
24,25,85.6,Mick Hill,GBR,22.10.64,Sheffield,15.09.1991
25,26,85.44,Steve Backley,GBR,12.02.69,Edinburgh,19.07.1991
26,27,85.24,Raymond Hecht,GER,11.11.68,Gangenbach,08.09.1991
27,28,85.08,Seppo Räty,FIN,27.04.62,Stockholm,03.07.1991
