,0,1,2,3,4,5,6
0,1,22.6,Natalya Lisovskaya,RUS,16.07.62,Moskva,07.06.1987
1,2,22.4,Natalya Lisovskaya,RUS,16.07.62,Kyiv,14.08.1988
2,3,22.34,Ilona Slupianek,GDR,24.09.56,Potsdam,11.05.1980
3,4,22.33,Ilona Slupianek,GDR,24.09.56,Celje,02.05.1980
4,5,22.2,Ilona Slupianek,GDR,24.09.56,Berlin,07.05.1980
5,5,22.2,Ilona Slupianek,GDR,24.09.56,Potsdam,13.07.1980
6,7,22.19,Natalya Lisovskaya,RUS,16.07.62,Tallinn,05.07.1988
7,8,22.14,Ilona Slupianek,GDR,24.09.56,Karl-Marx-Stadt,25.05.1980
8,8,22.14,Ilona Slupianek,GDR,24.09.56,Potsdam,13.07.1980
9,10,22.12,Ilona Slupianek,GDR,24.09.56,Potsdam,13.07.1980
10,11,22.11,Ilona Slupianek,GDR,24.09.56,Berlin,07.05.1980
11,12,22.1,Ilona Slupianek,GDR,24.09.56,Karl-Marx-Stadt,25.05.1980
12,13,22.09,Ilona Slupianek,GDR,24.09.56,Berlin,07.05.1980
13,14,22.06,Ilona Slupianek,GDR,24.09.56,Split,29.04.1980
14,15,22.05,Ilona Slupianek,GDR,24.09.56,Split,29.04.1980
15,15,22.05,Ilona Slupianek,GDR,24.09.56,Potsdam,11.05.1980
16,15,22.05,Natalya Lisovskaya,RUS,16.07.62,Moskva,06.08.1988
17,18,22.04,Natalya Lisovskaya,RUS,16.07.62,Kyiv,14.08.1988
18,19,22.03,Ilona Slupianek,GDR,24.09.56,Cottbus,18.07.1980
19,20,22.02,Ilona Slupianek,GDR,24.09.56,Split,29.04.1980
20,21,22.0,Ilona Slupianek,GDR,24.09.56,Celje,02.05.1980
21,21,22.0,Ilona Slupianek,GDR,24.09.56,Karl-Marx-Stadt,25.05.1980
22,21,22.0,Ilona Slupianek,GDR,24.09.56,Moskva,24.07.1980
23,24,21.94,Ilona Slupianek,GDR,24.09.56,Potsdam,13.07.1980
24,24,21.94,Natalya Lisovskaya,RUS,16.07.62,Kyiv,14.08.1988
25,26,21.93,Ilona Slupianek,GDR,24.09.56,Potsdam,31.05.1980
26,27,21.9,Helena Fibingerová,CZE,13.07.49,Opava,26.09.1976
27,28,21.89,Ilona Slupianek,GDR,24.09.56,Berlin,15.08.1978
28,28,21.89,Natalya Lisovskaya,RUS,16.07.62,Praha,16.08.1984
29,30,21.88,Ilona Slupianek,GDR,24.09.56,Berlin,07.05.1980
30,30,21.88,Ilona Slupianek,GDR,24.09.56,Berlin,03.06.1983
31,32,21.86,Ilona Slupianek,GDR,24.09.56,Berlin,15.08.1978
32,32,21.86,Ilona Slupianek,GDR,24.09.56,Split,29.04.1980
33,34,21.85,Ilona Slupianek,GDR,24.09.56,Moskva,24.07.1980
34,35,21.84,Ilona Slupianek,GDR,24.09.56,Potsdam,31.05.1980
35,36,21.83,Ivanka Khristova,BUL,19.11.41,Belmeken,04.07.1976
36,36,21.83,Ilona Slupianek,GDR,24.09.56,Potsdam,31.05.1980
37,36,21.83,Natalya Lisovskaya,RUS,16.07.62,Praha,16.08.1984
38,36,21.83,Natalya Lisovskaya,RUS,16.07.62,Praha,16.08.1984
39,40,21.82,Ilona Slupianek,GDR,24.09.56,Potsdam,11.05.1980
40,40,21.82,Natalya Lisovskaya,RUS,16.07.62,Moskva,06.08.1988
41,42,21.81,Ilona Slupianek,GDR,24.09.56,Cottbus,18.07.1980
42,42,21.81,Ilona Slupianek,GDR,24.09.56,Moskva,24.07.1980
43,42,21.81,Ilona Slupianek,GDR,24.09.56,Berlin,03.06.1983
44,45,21.8,Ilona Slupianek,GDR,24.09.56,Potsdam,13.07.1980
45,45,21.8,Ilona Slupianek,GDR,24.09.56,Berlin,03.06.1983
46,45,21.8,Natalya Lisovskaya,RUS,16.07.62,Sochi,27.05.1984
47,48,21.78,Ilona Slupianek,GDR,24.09.56,Potsdam,04.07.1979
48,49,21.76,Ilona Slupianek,GDR,24.09.56,Potsdam,04.07.1979
49,50,21.75,Ilona Slupianek,GDR,24.09.56,Potsdam,18.08.1982
50,50,21.75,Natalya Lisovskaya,RUS,16.07.62,Praha,16.08.1984
51,52,21.74,Ilona Slupianek,GDR,24.09.56,Potsdam,16.07.1977
52,52,21.74,Natalya Lisovskaya,RUS,16.07.62,Sochi,27.05.1984
53,52,21.74,Natalya Lisovskaya,RUS,16.07.62,Seoul,01.10.1988
54,55,21.73,Ilona Slupianek,GDR,24.09.56,Berlin,03.06.1983
55,55,21.73,Natalya Lisovskaya,RUS,16.07.62,Sochi,01.06.1988
56,57,21.71,Ivanka Khristova,BUL,19.11.41,Belmeken,04.07.1976
57,57,21.71,Ilona Slupianek,GDR,24.09.56,Potsdam,04.07.1979
58,57,21.71,Ilona Slupianek,GDR,24.09.56,Split,29.04.1980
59,60,21.7,Ilona Slupianek,GDR,24.09.56,Celje,02.05.1980
60,60,21.7,Natalya Lisovskaya,RUS,16.07.62,Edinburgh,29.07.1988
61,62,21.69,Natalya Lisovskaya,RUS,16.07.62,Seoul,01.10.1988
