,0,1,2,3,4,5,6
0,1,21.78,Natalya Lisovskaya,RUS,16.07.62,Penza,07.02.1987
1,2,21.58,Helena Fibingerová,CZE,13.07.49,Jablonec nad Nisou,19.02.1977
2,3,21.41,Natalya Lisovskaya,RUS,16.07.62,Volgograd,11.02.1988
3,4,21.31,Natalya Lisovskaya,RUS,16.07.62,Volgograd,11.02.1988
4,5,21.27,Natalya Lisovskaya,RUS,16.07.62,Penza,07.02.1987
5,6,21.22,Helena Fibingerová,CZE,13.07.49,Jablonec nad Nisou,09.02.1985
6,6,21.22,Natalya Lisovskaya,RUS,16.07.62,Penza,07.02.1987
7,8,21.11,Helena Fibingerová,CZE,13.07.49,Jablonec nad Nisou,09.02.1985
8,9,21.09,Natalya Lisovskaya,RUS,16.07.62,Moskva,21.02.1988
9,10,21.04,Helena Fibingerová,CZE,13.07.49,Jablonec nad Nisou,19.02.1977
10,11,21.0,Natalya Lisovskaya,RUS,16.07.62,Volgograd,11.02.1988
11,12,20.97,Valerie Adams,NZL,06.10.84,Zürich,28.08.2013
12,13,20.91,Helena Fibingerová,CZE,13.07.49,San Sebastián,13.03.1977
13,14,20.86,Natalya Lisovskaya,RUS,16.07.62,Moskva,21.02.1988
14,15,20.85,Eva Wilms,FRG,28.07.52,San Sebastián,13.03.1977
15,16,20.82,Helena Fibingerová,CZE,13.07.49,Piræus,02.03.1985
16,17,20.8,Natalya Lisovskaya,RUS,16.07.62,Penza,07.02.1987
17,17,20.8,Valerie Adams,NZL,06.10.84,Zürich,29.08.2012
18,19,20.78,Ilona Slupianek,GDR,24.09.56,San Sebastián,13.03.1977
19,20,20.77,Natalya Lisovskaya,RUS,16.07.62,Moskva,21.02.1988
20,21,20.76,Helena Fibingerová,CZE,13.07.49,Jablonec nad Nisou,19.02.1977
21,21,20.76,Natalya Lisovskaya,RUS,16.07.62,Volgograd,11.02.1988
22,21,20.76,Valerie Adams,NZL,06.10.84,Zürich,28.08.2013
23,24,20.74,Ilona Slupianek,GDR,24.09.56,Wien,25.02.1979
24,25,20.73,Ilona Slupianek,GDR,24.09.56,Wien,25.02.1979
25,26,20.71,Natalya Lisovskaya,RUS,16.07.62,Moskva,21.02.1988
26,27,20.69,Natalya Akhrimenko,RUS,12.05.55,Liévin,22.02.1987
27,28,20.66,Valerie Adams,NZL,06.10.84,Zürich,28.08.2013
28,29,20.65,Ilona Slupianek,GDR,24.09.56,San Sebastián,13.03.1977
