,0,1,2,3,4,5,6
0,1,6.05,Sergey Bubka,UKR,04.12.63,Liévin,13.02.1993
1,1,6.05,Armand Duplantis,SWE,10.11.99,Beograd,20.03.2022
2,3,6.01,Renaud Lavillenie,FRA,18.09.86,Donetsk,15.02.2014
3,3,6.01,Armand Duplantis,SWE,10.11.99,Torun,08.02.2020
4,3,6.01,Christopher Nilsen,USA,13.01.98,Rouen,05.03.2022
5,3,6.01,Armand Duplantis,SWE,10.11.99,Clermont-Ferrand,25.02.2023
6,7,6.00,Sergey Bubka,UKR,04.12.63,Volgograd,09.02.1991
7,7,6.00,Renaud Lavillenie,FRA,18.09.86,Bydgoszcz,31.01.2014
8,7,6.00,Armand Duplantis,SWE,10.11.99,Glasgow,15.02.2020
9,7,6.00,Armand Duplantis,SWE,10.11.99,Beograd,24.02.2021
10,7,6.00,Armand Duplantis,SWE,10.11.99,Beograd,07.03.2022
11,7,6.00,Armand Duplantis,SWE,10.11.99,Uppsala,02.02.2023
12,13,5.96,Renaud Lavillenie,FRA,18.09.86,Göteborg,03.03.2013
13,13,5.96,Renaud Lavillenie,FRA,18.09.86,Aubière,27.02.2021
14,15,5.95,Armand Duplantis,SWE,10.11.99,Düsseldorf,04.02.2020
15,15,5.95,Armand Duplantis,SWE,10.11.99,Beograd,20.03.2022
16,17,5.94,Renaud Lavillenie,FRA,18.09.86,Aubière,22.02.2015
17,17,5.94A,Shawnacy Barber,CAN,27.05.94,Reno,15.01.2016
18,19,5.93,Renaud Lavillenie,FRA,18.09.86,Rouen,25.01.2014
19,19,5.93,Renaud Lavillenie,FRA,18.09.86,Berlin,14.02.2015
20,19,5.93,Piotr Lisek,POL,16.08.92,Potsdam,04.02.2017
21,22,5.92,Maksim Tarasov,RUS,02.12.70,Budapest,05.02.1999
22,22,5.92,Renaud Lavillenie,FRA,18.09.86,Bydgoszcz,31.01.2014
23,22,5.92,Armand Duplantis,SWE,10.11.99,Torun,08.02.2020
