,0,1,2,3,4,5
0,1.0,7:02.43,Kenya,1,Bruxelles,25.08.2006
1,,,Joseph Mutua Mwengi,(1:46.73),10.12.78,KEN
2,,,William Yiampoy,(1:44.38),17.05.74,KEN
3,,,Ismael Kombich,(1:45.92),16.10.85,KEN
4,,,Wilfred Bungei,(1:45.40),24.07.80,KEN
5,2.0,7:02.82,Santa Monica Track Club,2,Bruxelles,25.08.2006
6,,,Jebreh Harris,(1:47.05),22.09.78,USA
7,,,Khadevis Robinson,(1:44.03),19.07.76,USA
8,,,Sam Burley,(1:46.05),13.02.81,USA
9,,,David Krummenacker,(1:45.69),24.05.75,USA
10,3.0,7:03.89,Great Britain & N.I.,1,London,30.08.1982
11,,,Peter Elliott,(1:49.14),09.10.62,GBR
12,,,Garry Cook,(1:46.20),10.01.58,GBR
13,,,Steve Cram,(1:44.54),14.10.60,GBR
14,,,Sebastian Coe,(1:44.01),29.09.56,GBR
15,4.0,7:04.70,Republic of South Africa,1,Stuttgart,06.06.1999
16,,,Gideon van Oudtshoorn,(1:46.9),23.09.76,RSA
17,,,Hezekiél Sepeng,(1:45.2),30.06.74,RSA
18,,,Jurgens Kotzé,(1:48.3),11.04.73,RSA
19,,,Johan Botha,(1:44.3),10.01.74,RSA
20,5.0,7:04.84,United States,1,Nassau,02.05.2015
21,,,Duane Solomon,(1:47.60),28.12.84,USA
22,,,Eric Sowinski,(1:44.75),21.12.89,USA
23,,,Casimir Loxsom,(1:45.59),17.03.91,USA
24,,,Robby Andrews,(1:46.90),29.03.91,USA
25,6.0,7:04.89,St. Patrick's School,2,Stuttgart,06.06.1999
26,,,David Kiptoo Singoei,(1:46.4),26.06.65,KEN
27,,,Joseph Tengelei,(1:48.2),08.12.70,KEN
28,,,William Chirchir,(1:45.7),06.02.79,KEN
29,,,Japheth Kimutai,(1:44.6),20.12.78,KEN
30,7.0,7:06.12,Benelux,3,Bruxelles,25.08.2006
31,,,Bram Som,(1:44.91),20.02.80,NED
32,,,David Fiegen,(1:47.25),03.09.84,LUX
33,,,Arnoud Okken,(1:46.12),20.04.82,NED
34,,,Thomas Matthys,(1:47.84),04.09.85,BEL
35,8.0,7:06.5,Santa Monica Track Club,1,Walnut,26.04.1986
36,,,James Robinson,(1:49.8),27.08.54,USA
37,,,David Mack,(1:46.7),30.05.61,USA
38,,,Earl Jones,(1:45.2),17.07.64,USA
39,,,Johnny Gray,(1:44.8),19.06.60,USA
40,9.0,7:06.66,Qatar,4,Bruxelles,25.08.2006
41,,,Majid Saeed Sultan,(1:45.81),03.11.86,QAT
42,,,Salem Amer Al-Badri,(1:46.71),12.12.85,QAT
43,,,Abdulrahman Suleiman,(1:45.89),10.01.84,QAT
44,,,Ali Abubaker Kamal,(1:48.25),08.11.83,QAT
45,10.0,7:07.1A,Kericho,1,Nairobi,07.03.2014
46,,,,,,KEN
47,,,,,,KEN
48,,,,,,KEN
49,,,Abraham Kiplagat,,09.08.84,KEN
50,11.0,7:07.40,Soviet Union,1,Moskva,05.08.1984
51,,,Leonid Masunov,,05.05.62,UKR
52,,,Aleksandr Kostyetskiy,,14.01.60,RUS
53,,,Vasiliy Matveyev,,04.02.64,RUS
54,,,Viktor Kalinkin,,23.02.60,RUS
55,12.0,7:08.0',Chicago Track Club,1,Durham,12.05.1973
56,,,Tom Bach,(1:50.5y),25.09.49,USA
57,,,Ken Sparks,(1:47.1y),25.01.45,USA
58,,,Lowell Paul,(1:48.0y),03.03.44,USA
59,,,Rick Wohlhuter,(1:44.8y),23.12.48,USA
60,13.0,7:08.1,Soviet Union,1,Podolsk,12.08.1978
61,,,Vladimir Podolyako,(1:47.0),01.05.56,BLR
62,,,Nikolay Kirov,(1:47.6),22.10.57,BLR
63,,,Vladimir Malozyemlin,(1:47.0),26.01.56,RUS
64,,,Anatoliy Reshetnyak,(1:46.5),14.04.55,UKR
65,14.0,7:08.3A,Kenya Defence Forces,2,Nairobi,07.03.2014
66,,,,,,KEN
67,,,,,,KEN
68,,,,,,KEN
69,,,,,,KEN
70,14.0,7:08.30A,Kenya - A,1,Nairobi,26.04.2014
71,,,Abraham Kiplagat,,09.08.84,KEN
72,,,Robert Biwott,,28.01.96,KEN
73,,,Edward Kemboi,,12.12.91,KEN
74,,,Cornelius Kiplangat,,21.12.92,KEN
75,16.0,7:08.40,Kenya,1,Nassau,24.05.2014
76,,,Ferguson Cheruiyot,(1:46.0),30.11.89,KEN
77,,,Sammy Kirongo,(1:45.7),04.02.94,KEN
78,,,Job Kinyor,(1:47.9),02.09.90,KEN
79,,,Alfred Kipketer,(1:48.8),26.12.96,KEN
80,17.0,7:08.5,Federal Republic of Germ,1,Wiesbaden,13.08.1966
81,,,Manfred Kinder,(1:46.9),20.04.38,FRG
82,,,Walter Adams,(1:47.5),15.03.45,FRG
83,,,Dieter Bogatzki,(1:47.9),25.01.42,FRG
84,,,Franz-Josef Kemper,(1:46.2),30.09.45,FRG
85,18.0,7:08.69,Poland,2,Nassau,24.05.2014
86,,,Karol Konieczny,(1:48.9),05.05.93,POL
87,,,Szymon Krawczyk,(1:49.1),29.12.88,POL
88,,,Marcin Lewandowski,(1:45.9),13.06.87,POL
89,,,Adam Kszczot,(1:44.8),02.09.89,POL
90,19.0,7:08.96,Arizona State University,1,Tempe,07.04.1984
91,,,Pete Richardson,(1:47.5),19.04.63,USA
92,,,Eddie Davis,(1:47.8),11.04.63,USA
93,,,Treg Scott,(1:48.1),22.09.64,USA
94,,,Mike Stahr,(1:45.6),09.12.64,USA
95,20.0,7:09.06,United States,3,Nassau,24.05.2014
96,,,Michael Rutt,(1:48.6),28.10.87,USA
97,,,Robby Andrews,(1:47.2),29.03.91,USA
98,,,Brandon Johnson,(1:48.1),06.03.85,USA
99,,,Duane Solomon,(1:45.2),28.12.84,USA
100,21.0,7:09.1',Kenya,1,London,05.09.1970
101,,,Naftali Bon,(1:49.8y),09.10.45,KEN
102,,,Mynyoro Hezekiah Nyamau,(1:49.8y),05.12.42,KEN
103,,,Thomas Saisi,(1:46.6y),19.07.45,KEN
104,,,Robert Ouko,(1:45.4y),24.11.48,KEN
105,21.0,7:09.1A,Kenya - A,1,Nairobi,10.04.2015
106,,,Alfred Kipketer,,26.12.96,KEN
107,,,Nixon Kiplagat,,01.04.98,KEN
108,,,Jeremiah Mutai,,27.12.92,KEN
109,,,Timothy Kitum,,20.11.94,KEN
110,23.0,7:09.21A,Kenya - B,2,Nairobi,26.04.2014
111,,,Job Kinyor,,02.09.90,KEN
112,,,Ferguson Cheruiyot,,30.11.89,KEN
113,,,Sammy Kirongo,,04.02.94,KEN
114,,,Alfred Kipketer,,26.12.96,KEN
115,24.0,7:09.6A,Eldoret,3,Nairobi,07.03.2014
116,,,Asbel Kiprop,(1:45.3),30.06.89,KEN
117,,,,,,KEN
118,,,,,,KEN
119,,,Nixon Chepseba,,12.12.90,KEN
120,25.0,7:09.98,Poland,2,Nassau,02.05.2015
121,,,Karol Konieczny,(1:48.28),05.05.93,POL
122,,,Kamil Gurdak,(1:48.17),17.10.90,POL
123,,,Marcin Lewandowski,(1:46.80),13.06.87,POL
124,,,Adam Kszczot,(1.46.73),02.09.89,POL
125,26.0,7:10.03,Santa Monica Track Club,2,Tempe,07.04.1984
126,,,Charlie Taliaferro,(1:50.2),08.10.56,USA
127,,,Scott Rider,(1:48.0),08.12.59,USA
128,,,Mark Handelsman,(1:46.2),09.06.61,ISR
129,,,Jeff West,(1:45.7),02.12.61,USA
130,27.0,7:10.14,Bud Light Track America,3,Tempe,07.04.1984
131,,,Cardell Williams,(1:49.0),08.12.60,USA
132,,,Randy Stephens,(1:48.3),22.06.60,USA
133,,,Jack McIntosh,(1:47.2),22.06.59,USA
134,,,James Mays,(1:45.7),15.08.59,USA
135,28.0,7:10.3,Federal Republic of Germ,2,Wiesbaden,13.08.1966
136,,,Bodo Tümmler,(1:47.6),08.12.43,FRG
137,,,Harald Norpoth,(1:47.4),22.08.42,FRG
138,,,Jörg Balke,(1:47.2),23.03.36,FRG
139,,,Herbert Missalla,(1:48.1),05.06.35,FRG
140,29.0,7:10.65,District Track Club,1,Nashville,01.06.2019
141,,,Alex Amankwah,(1:49.78),02.03.92,USA
142,,,Edose Ibadin,(1:46.24),27.02.93,NGR
143,,,Quamel Prince,(1:46.79),20.04.94,GUY
144,,,Charles Jones,(1:47.85),01.11.95,USA
145,30.0,7:11.1,Byelorussia (URS),1,Moskva,25.07.1979
146,,,Mikhail Starovoitov,,04.01.58,BLR
147,,,Pavel Troschilo,,29.10.59,BLR
148,,,Vladimir Podolyako,,01.05.56,BLR
149,,,Nikolay Kirov,,22.10.57,BLR
150,31.0,7:11.17,Pennsylvania State Unive,1,Philadelp,27.04.1985
151,,,Vance Watson,(1:49.3),,USA
152,,,Steve Shisler,(1:47.9),,USA
153,,,Chris Mills,(1:48.5),14.02.66,USA
154,,,Randy Moore,(1:45.5),18.11.62,USA
155,32.0,7:11.3,Italy,1,Sheffield,05.06.1992
156,,,Andrea Giocondi,,17.01.69,ITA
157,,,Alberto Barsotti,,29.02.64,ITA
158,,,Giuseppe D'Urso,,15.09.69,ITA
159,,,Andrea Benvenuti,,13.12.69,ITA
160,32.0,7:11.3A,Kenya - A,1,Nairobi,22.03.2014
161,,,Robert Biwott,,28.01.96,KEN
162,,,Patrick Kiprotich Rono,,09.04.96,KEN
163,,,Anthony Chemut,,17.12.92,KEN
164,,,Felix Konchellah,,15.11.90,KEN
165,34.0,7:11.4A,Kenya - B,2,Nairobi,10.04.2015
166,,,Ferguson Cheruiyot,,30.11.89,KEN
167,,,Jackson Kivuva,,11.08.89,KEN
168,,,Jonathan Kitilit,,24.04.94,KEN
