,0,1,2,3,4,5
0,1.0,7:14.6',Santa Monica TC,1.0,Houston,16.02.1980
1,,,Gerald Masterson,,06.05.54,USA
2,,,Don Frichtel,,,USA
3,,,Johnny Gray,,19.06.60,USA
4,,,David Rafferty,,01.06.54,GBR
