,0,1,2,3,4,5,6
0,1,72.32,Yekaterina Khoroshikh,RUS,21.01.83,Kazan,24.06.2005
1,2,72.06,Olga Kuzenkova,RUS,04.10.70,Kazan,24.06.2005
2,3,71.79,Olga Kuzenkova,RUS,04.10.70,Kazan,24.06.2005
3,4,71.32,Yekaterina Khoroshikh,RUS,21.01.83,Kazan,24.06.2005
4,5,69.92,Olga Kuzenkova,RUS,04.10.70,Kazan,24.06.2005
5,6,69.56,Olga Kuzenkova,RUS,04.10.70,Kazan,24.06.2005
