,0,1,2,3,4,5,6
0,1,77.71,Anita Wlodarczyk,POL,08.08.85,Wroclaw,27.06.2015
1,2,77.26,Anita Wlodarczyk,POL,08.08.85,Wroclaw,27.06.2015
2,3,76.95,Anita Wlodarczyk,POL,08.08.85,Wroclaw,27.06.2015
3,4,73.15,Anita Wlodarczyk,POL,08.08.85,Wroclaw,27.06.2015
4,5,69.67,Joanna Fiodorow,POL,04.03.89,Wroclaw,27.06.2015
5,6,69.63,Anita Wlodarczyk,POL,08.08.85,Wroclaw,27.06.2015
6,7,69.57,Joanna Fiodorow,POL,04.03.89,Wroclaw,27.06.2015
7,8,69.33,Joanna Fiodorow,POL,04.03.89,Wroclaw,27.06.2015
8,9,69.25,Joanna Fiodorow,POL,04.03.89,Wroclaw,27.06.2015
9,10,68.75,Anita Wlodarczyk,POL,08.08.85,Wroclaw,24.05.2014
10,11,68.23,Malwina Kopron,POL,16.11.94,Wroclaw,27.06.2015
