,0,1,2,3,4,5
480,96.0,17:41.05,Brigham Young University,2,Philadelphia,27.04.2007
481,,,Michelle Turner,(4:24.7),01.09.85,USA
482,,,Carlee Clark,(4:24.1),16.05.85,USA
483,,,Amy Layne,(4:26.1),20.07.87,USA
484,,,Heidi Magill,(4:26.1),15.02.86,USA
485,98.0,17:41.12,Villanova University,3,Philadelphia,27.04.2012
486,,,Bogdana Mimic,(4:33.2),09.01.89,SRB
487,,,Emily Lipari,(4:22.7),19.11.92,USA
488,,,Nicky Akande,(4:25.1),10.07.92,USA
489,,,Sheila Reid,(4:20.1),02.08.89,CAN
490,99.0,17:41.32,University of Indiana,2,Philadelphia,27.04.2018
491,,,Brenna Calder,(4:29.2),21.03.96,USA
492,,,Kelsey Harris,(4:22.1),29.05.97,USA
493,,,Haley Harris,(4:26.5),29.05.97,USA
494,,,Katherine Receveur,(4:23.5),19.01.96,USA
495,10.0,17:41.62,Georgetown University,3,Philadelphia,25.04.1997
496,,,Michelle Muething,(4:25.6),08.08.75,USA
497,,,Autumn Fogg,(4:39.0),05.08.77,USA
498,,,Maxine Clarke,(4:26.9),26.01.75,USA
499,,,Miesha Marzell,(4:21.1),29.01.75,USA
500,10.0,17:42.13,Villanova University,2,Philadelphia,29.04.2005
501,,,Akilah Vargas,(4:39.8),12.05.85,USA
502,,,Ioana Parusheva,(4:17.6),23.05.82,BUL
503,,,Marina Muncán,(4:17.2),06.11.82,SRB
504,,,Colleen Taylor,(4:27.5),27.07.83,USA
505,10.0,17:42.40,Georgetown University,3,Philadelphia,26.04.1996
506,,,Frances Lord,(4:26.6),74,USA
507,,,Joline Staeheli,(4:22.4),18.05.73,USA
508,,,Laura Sturges,(4:30.6),17.03.74,USA
509,,,Miesha Marzell,(4:22.8),29.01.75,USA
510,10.0,17:42.54,Reebok Enclave,1,Raleigh,27.03.1998
511,,,,,,USA
512,,,,,,USA
513,,,,,,USA
514,,,,,,USA
515,10.0,17:42.74,Eastern Michigan University,3,Philadelphia,27.04.2018
516,,,Sydney Meyers,(4:32.0),,USA
517,,,Alsu Lennemann,(4.20.1),12.05.94,RUS
518,,,Jordann McDermitt,(4:28.1),23.04.96,USA
519,,,Natalie Cizmas,(4:22.5),20.04.96,USA
520,10.0,17:43.14,Stanford University,4,Philadelphia,25.04.1997
521,,,Sara Moore,(4:24.5),23.04.76,USA
522,,,Mary Cobb,(4:20.2),15.01.68,USA
523,,,Sarna Renfro,(4:27.7),19.09.76,USA
524,,,Monal Chokshi,(4:30.7),29.05.75,USA
525,10.0,17:43.33,Villanova University,1,Philadelphia,24.04.1992
526,,,Christine Gentile,(4:24.7),18.02.70,USA
527,,,Nnenna Lynch,(4:23.2),03.07.71,USA
528,,,Kate Fonshell,(4:27.6),10.10.69,USA
529,,,Cheri Kenah,(4:27.8),26.12.70,USA
530,10.0,17:43.34,University of Kentucky,5,Philadelphia,23.04.2004
531,,,Brooke Patterson,(4:20.9),21.03.82,USA
532,,,Candace Leep,(4:32.0),15.03.83,USA
533,,,Caity Phillips,(4:23.7),13.07.82,USA
534,,,Beth Heimann,(4:26.7),28.04.82,USA
535,10.0,17:43.39,University of Wisconsin,2,Philadelphia,28.04.1989
536,,,Mary Hartzheim,(4:27.8),30.03.68,USA
537,,,Carole Harris,(4:32.7),09.12.66,CAN
538,,,Maureen Hartzheim,(4:25.2),18.12.66,USA
539,,,Suzy Favor Hamilton,(4:17.7),08.08.68,USA
540,10.0,17:43.79,Forestale,1,Rieti,03.06.1995
541,,,Orietta Mancia,,26.10.68,ITA
542,,,Maria Guida,,23.01.66,ITA
543,,,Lucilla Andreucci,,19.12.69,ITA
544,,,Elisa Rea,,23.03.68,ITA
545,11.0,17:44.29,Villanova University,1,Philadelphia,29.04.2016
546,,,Bella Burda,(4:29.7),16.09.97,USA
547,,,Sammy Buckoven,(4:22.7),05.04.97,USA
548,,,Nicole Hutchinson,(4:30.2),17.06.97,CAN
549,,,Siofra Cléirigh-Büttner,(4:21.7),21.07.95,IRL
550,11.0,17:44.52,Georgetown University,3,Philadelphia,27.04.2007
551,,,Margaret Infeld,(4:24.6),10.04.86,USA
552,,,Hilary Bontz,(4:18.8),20.05.84,USA
553,,,Renee Tomlin,(4:34.0),21.11.88,USA
554,,,Joanna Rodgers,(4:27.1),17.03.85,USA
555,11.0,17:44.67,University of Oregon,2,Philadelphia,29.04.2016
556,,,Emma Abrahamson,(4:26.7),20.09.96,USA
557,,,Ashley Maton,(4:23.6),20.11.93,USA
558,,,Alli Cash,(4:28.0),01.11.94,CAN
559,,,Annie Leblanc,(4:26.3),29.04.92,CAN
560,11.0,17:44.71,Moskva,1,Sochi,19.09.2010
561,,,Natalya Tarantinova,,28.11.87,RUS
562,,,Yelena Arzhakova,,08.09.89,RUS
563,,,Natalya Popkova,,21.09.88,RUS
564,,,Yelena Korobkina,,25.11.90,RUS
565,11.0,17:44.83,Friar Track Club,1,Raleigh,26.03.2004
566,,,Roísín McGettigan,(4:26.80,23.08.80,IRL
567,,,Sarah Dupré-Healy,(4:27.10,29.03.76,CAN
568,,,Orla O'Mahoney,(4:33.80,02.11.77,IRL
569,,,Marie Davenport,(4:16.50,24.01.75,IRL
570,11.0,17:44.95,Dartmouth College,4,Philadelphia,27.04.2012
571,,,Christina Supino,(4:33.7),17.01.90,USA
572,,,Alexi Pappas,(4:20.7),29.03.90,USA
573,,,Arianna Vailas,(4:31.7),14.01.92,USA
574,,,Abbey D'Agostino,(4:18.9),25.05.92,USA
575,11.0,17:45.20,Duke University,6,Philadelphia,23.04.2004
576,,,Meaghan Leon,(4:33.0),01.08.83,USA
577,,,Shannon Rowbury,(4:15.8),19.09.84,USA
578,,,Sally Meyerhoff,(4:29.6),07.12.83,USA
579,,,Clara Horowitz,(4:26.8),26.01.84,USA
580,11.0,17:45.45,Georgetown University,3,Philadelphia,29.04.2016
581,,,Kennedy Weisner,(4:25.3),01.12.95,USA
582,,,Audrey Belf,(4:29.4),29.12.96,USA
583,,,Katrina Coogan,(4:21.7),15.11.93,USA
584,,,Andrea Keklak,(4:29.1),01.10.93,USA
585,11.0,17:45.75,Oklahoma State University,1,Fayetteville,28.04.2018
586,,,Ariane Ballner,,27.11.96,GER
587,,,Sinclaire Johnson,,13.04.98,USA
588,,,Kaylee Dodd,,28.12.95,GBR
589,,,Molly Sughroue,,02.09.95,USA
590,11.0,17:45.85,Kurskaya Region,3,Adler,06.09.2014
591,,,Irina Sergeyeva,,25.12.87,RUS
592,,,Larisa Kleymyonova,,06.08.81,RUS
593,,,Oleysa Mikheyeva,,23.07.81,RUS
594,,,Kristina Ugarova,,22.10.87,RUS
595,12.0,17:45.87,Moskva,1,Sochi,13.09.2009
596,,,Yelena Arzhakova,,08.09.89,RUS
597,,,Anna Luchkina,,13.01.86,RUS
598,,,Yelena Korobkina,,25.11.90,RUS
599,,,Natalya Popkova,,21.09.88,RUS
600,12.0,17:45.92,Villanova University,4,Philadelphia,27.04.2007
601,,,Elizabeth Gesel,(4:29.5),10.09.84,USA
602,,,Akilah Vargas,(4:26.4),12.05.85,USA
603,,,Ellen Dougherty,(4:30.1),21.05.87,USA
604,,,Frances Koons,(4:19.9),02.04.86,USA
605,12.0,17:46.26,Florida State University,7,Philadelphia,23.04.2004
606,,,Vicky Gill,(4:21.0),21.10.80,GBR
607,,,Rachel Evjen,(4:41.3),25.12.80,USA
608,,,Natalie Hughes,(4:20.7),28.12.82,USA
609,,,Helen Hofstede,(4:23.3),31.12.80,NED
610,12.0,17:46.87,University of Arkansas,2,Fayetteville,28.04.2018
611,,,Regan Hime,,13.05.94,USA
612,,,Madeleine Reed,,24.05.98,USA
613,,,Devin Clark,,10.06.97,USA
614,,,Carina Viljoen,,15.04.97,RSA
615,12.0,17:47.01,Villanova University,3,Philadelphia,25.04.2008
616,,,Callie Hogan,(4:30.5),17.08.89,USA
617,,,Akilah Vargas,(4:27),12.05.85,USA
618,,,Elizabeth Haglund,(4:30.9),10.09.84,USA
619,,,Frances Koons,(4:18.6),02.04.86,USA
620,12.0,17:47.06,Providence College,3,Philadelphia,25.04.2003
621,,,Fiona Crombie,(4:29.8),15.08.82,NZL
622,,,Roísín McGettigan,(4:19.2),23.08.80,IRL
623,,,Emer O'Shea,(4:32.3),10.02.81,IRL
624,,,Mary Cullen,(4:25.8),17.08.82,IRL
625,12.0,17:47.28,Brigham Young University,3,Philadelphia,28.04.2000
626,,,Sharolyn Shields,(4:24.1),01.06.79,CAN
627,,,Melanie Steere,(4:27.8),04.06.78,USA
628,,,Alisa Rogers,(4:33.9),79,USA
629,,,Susan Taylor,(4:21.5),14.05.77,USA
630,12.0,17:47.42,Georgetown University,4,Philadelphia,25.04.2008
631,,,Avril Ogrodnick,(4:30.1),03.07.87,CAN
632,,,Elizabeth Maloy,(4:20.5),10.08.85,USA
633,,,Margaret Infeld,(4:21.8),10.04.86,USA
634,,,Joanna Rodgers,(4:35),17.03.85,USA
635,12.0,17:47.63,Republic of Bashkortostan,2,Sochi,13.09.2009
636,,,Guzel Gabidullina,,14.03.89,RUS
637,,,Gulshat Fazlitdinova,,28.08.92,RUS
638,,,Alfya Khasanova,,03.10.88,RUS
639,,,Regina Kashayeva,,21.08.79,RUS
640,12.0,17:47.65,Brigham Young University,5,Philadelphia,28.04.2017
641,,,Kristin Rush,(4:33.7),,USA
642,,,Erica Birk,(4.20.0),94,USA
643,,,Whittni Morgan,(4:24.4),22.10.97,USA
644,,,Shea Collinsworth,(4:29.6),18.02.95,USA
645,13.0,17:47.75A,Kenya - B,2,Nairobi,26.04.2014
646,,,Sheila Chepng'etich,,27.06.95,KEN
647,,,Selah Busienei,,27.12.91,KEN
648,,,Margaret Chelimo,,02.08.97,KEN
649,,,Purity Kirui,,13.08.91,KEN
650,13.0,17:47.87,Cal Poltechnic State Univ.SLO,5,Philadelphia,27.04.1990
651,,,Melaine Hiatt,,69,USA
652,,,Aeron Arlin,,28.06.67,USA
653,,,Teena Colebrook,(4:16.0),18.12.56,GBR
654,,,Stephanie Barrett,,69,USA
655,13.0,17:48.29,Villanova University,4,Philadelphia,26.04.1996
656,,,Kristine Jost,(4:25.6),24.11.77,USA
657,,,Jennifer Rhines,(4:27.2),01.07.74,USA
658,,,Carrie Tollefson,(4:27.8),18.01.77,USA
659,,,Krestina Sullivan,(4:27.7),11.03.74,CAN
660,13.0,17:48.30,Duke University,5,Philadelphia,27.04.2007
661,,,Kate Van Buskirk,(4:24.6),09.06.87,CAN
662,,,Elizabeth Wort,(4:20.7),24.09.83,USA
663,,,Emily Sherrard,(4:35.2),07.06.88,USA
664,,,Madeline McKeever,(4:27.8),06.02.87,USA
665,13.0,17:48.52,Stanford University,2,Philadelphia,24.04.1998
666,,,Julia Stamps,(4:22.3),07.11.78,USA
667,,,Sally Glynn,(4:29.7),03.11.78,USA
668,,,Sara Moore,(4:31.2),23.04.76,USA
669,,,Monal Chokshi,(4:25.3),29.05.75,USA
670,13.0,17:48.76,University of Virginia,1,Raleigh,27.03.1987
671,,,Marianne Downey,(4:34.6),65,USA
672,,,Sandy Schuler,(4:26.2),66,USA
673,,,Shelly McBride,(4:27.5),30.09.67,USA
674,,,Michelle Rowen,(4:20.5),16.05.66,USA
675,13.0,17:49.19,University of Indiana,4,Philadelphia,29.04.2016
676,,,Olivia Hippensteel,(4:26.3),05.08.94,USA
677,,,Brenna Calder,(4:23.8),21.03.96,USA
678,,,Katherine Receveur,(4:29.4),19.01.96,USA
679,,,Brianna Johnson,(4.29.7),23.06.92,USA
680,13.0,17:49.33,Tulane University,5,Philadelphia,23.04.1999
681,,,Alison Lambert,(4:27.2),07.09.77,USA
682,,,Hanna Ritakallio,(4:32.5),06.05.75,FIN
683,,,Katrina Gemmell,(4:31.2),30.10.79,NZL
684,,,Hanne Lyngstad,(4:18.4),05.12.75,NOR
685,13.0,17:50.66,University of Colorado,4,Philadelphia,28.04.2000
686,,,Tera Moody,(4:32.5),18.12.80,USA
687,,,Lesley Higgins,(4:27.2),08.10.80,USA
688,,,Jodie Hughes,(4:30.5),14.04.80,USA
689,,,Kara Goucher,(4:20.5),09.07.78,USA
690,13.0,17:50.70,University of Indiana,2,Philadelphia,26.04.2019
691,,,Katherine Receveur,(4:24.4),19.01.96,USA
692,,,Margaret Allen,(4:28.3),08.07.97,USA
693,,,Kelsey Harris,(4:27.0),29.05.97,USA
694,,,Haley Harris,(4:31.0),,USA
695,14.0,17:51.08,Providence College,2,Raleigh,26.03.2004
696,,,Fiona Crombie,(4:30.9),15.08.82,NZL
697,,,Deirdre Byrne,(4:24.4),21.09.82,IRL
698,,,Jane Nalder,(4:39.8),04.08.83,NZL
699,,,Kimberley Smith,(4:15.2),19.11.81,NZL
700,14.0,17:51.10,Boston College,9,Philadelphia,30.04.2022
701,,,Katherine Mitchell,,,USA
702,,,Anna Oeser,,,USA
703,,,Kylee Raftis,,24.04.99,CAN
704,,,Maureen Lewin,,30.11.01,USA
705,14.0,17:51.24,Villanova University,6,Philadelphia,23.04.1999
706,,,Kristine Jost,(4:36.8),24.11.77,USA
707,,,Carmen Douma,(4:26.4),12.03.77,CAN
708,,,Kristen Nicolini,(4:29.7),21.09.77,USA
709,,,Carrie Tollefson,(4:18.3),18.01.77,USA
710,14.0,17:51.40,Georgetown University,3,Philadelphia,26.04.2002
711,,,Tara Clack,,07.03.80,USA
712,,,Emily Enstice,,79,USA
713,,,Jill Laurendeau,,08.01.80,USA
714,,,Erin Sicher,,22.08.81,USA
715,14.0,17:51.48,Romania,4,Nassau,24.05.2014
716,,,Claudia Mihaela Bobocea,(4:18.0),11.06.92,ROU
717,,,Florina Pierdevara,(4:18.0),29.03.90,ROU
718,,,Ance Maria Bunea,(4:36.8),04.08.94,ROU
719,,,Lenuta Ptronela Simiuc,(4:38.7),27.09.94,ROU
720,14.0,17:51.71,University of Tennessee,1,Knoxville,11.04.2009
721,,,Chanelle Price,(4:30.86,22.08.90,USA
722,,,Rolanda Bell,(4:24.84,27.10.87,USA
723,,,Pheobe Wright,(4:24.28,30.08.88,USA
724,,,Sarah Bowman,(4:16.47,15.10.86,USA
725,14.0,17:52.52,British Milers Club,3,Grangemouth,17.08.2006
726,,,Katrina Wootton,(4:32.2),02.09.85,GBR
727,,,Rachael Ogden,(4:29.1),23.07.79,GBR
728,,,Claire Entwistle,(4:27.1),09.12.76,GBR
729,,,Joanne Fenn,(4:24.4),19.10.74,GBR
730,14.0,17:52.63,Villanova University,8,Philadelphia,23.04.2004
731,,,Zita Mezei,(4:27.6),29.10.83,HUN
732,,,Kirsty Smith,(4:33.1),12.12.83,CAN
733,,,Juliette Kenny,(4:32.6),03.05.83,USA
734,,,Marina Muncán,(4:19.3),06.11.82,SRB
735,14.0,17:53.95,Cornell University,4,Philadelphia,26.04.1991
736,,,Lauren Mooney,,71,USA
737,,,Jennifer Cobb,(4:26.7),13.05.70,USA
738,,,Kirsten Etka,,27.09.69,USA
739,,,Stephanie Best,,16.10.69,USA
740,14.0,17:54.37,Reebok Enclave,1,Raleigh,25.03.1994
741,,,Catherine Stanmeyer,(4:36.5),15.04.69,USA
742,,,Kelly Rabush,(4:26.7),22.10.67,USA
743,,,Cheri Kenah,(4:29.2),26.12.70,USA
744,,,Julie Speights,(4:22.0),13.05.70,USA
745,15.0,17:54.50,Providence College,3,Philadelphia,29.04.1994
746,,,Maria McCambridge,(4:28.7),10.07.75,IRL
747,,,Natalie Davey,(4:25.0),05.09.72,IRL
748,,,Moira Harrington,(4:32.4),18.05.67,IRL
749,,,Amy Rudolph,(4:28.4),18.09.73,USA
750,15.0,17:54.50,North Carolina A&T State Univer,3,Philadelphia,28.04.2006
751,,,Angelina Blackmon,(4:27.1),06.11.86,USA
752,,,Jemissa Hess,(4:24.6),20.09.84,USA
753,,,Kristina Roth,(4:36.6),05.08.83,USA
754,,,Julia Lucas,(4:26.2),04.03.84,USA
755,15.0,17:54.52,Georgetown University,7,Philadelphia,23.04.1999
756,,,Katrina deBoer,(4:28.5),25.06.78,USA
757,,,Autumn Fogg,(4:25.4),05.08.77,USA
758,,,Kathleen Linck,(4:29.2),08.02.77,USA
759,,,Kristen Gordon,(4:31.4),06.07.79,USA
760,15.0,17:54.86,Vanderbilt University,3,Philadelphia,26.04.2019
761,,,Haley Walker,(4:26.8),01.02.00,CAN
762,,,Grace Jensen,(4:26.4),,USA
763,,,Ginger Hutton,(4:30.4),,USA
764,,,Reagan Bustamante,(4:31.4),29.09.97,USA
765,15.0,17:55.05,University of Pennsylvania,6,Philadelphia,28.04.2017
766,,,Clarissa Whiting,(4:33.6),,USA
767,,,Ashley Montgomery,(4:20.0),,USA
768,,,Cleo Whiting,(4:28.0),,USA
769,,,Kylene Cochrane,(4:33.5),01.03.96,USA
770,15.0,17:55.39,Georgetown University,3,Philadelphia,28.04.2001
771,,,Kristen Gordon,,06.07.79,USA
772,,,Jill Laurendeau,,08.01.80,USA
773,,,Erin Sicher,,22.08.81,USA
774,,,Autumn Fogg,,05.08.77,USA
775,15.0,17:55.51,Villanova University,1,Philadelphia,23.04.1993
776,,,Becky Spies,(4:30.5),23.05.73,USA
777,,,Carole Zajac,(4:32.9),24.03.72,USA
778,,,Megan Flowers,(4:26.8),26.03.74,USA
779,,,Cheri Kenah,(4:25.3),26.12.70,USA
780,15.0,17:55.55,Yale University,5,Philadelphia,29.04.2016
781,,,Shannon McDonnell,(4:32.3),93,USA
782,,,Frances Schmiede,(4:25.6),04.06.93,AUS
783,,,Meredith Rizzo,(4:29.1),07.02.95,USA
784,,,Emily Waligurski,(4:28.6),26.04.95,USA
785,15.0,17:55.81,Wake Forest University,5,Philadelphia,28.04.2000
786,,,Janelle Kraus,(4:27.9),13.12.77,USA
787,,,Alison Anibaldi,(4:27.8),19.08.77,USA
788,,,Sara Day,(4:33.2),17.11.78,USA
789,,,Jill Snyder,(4:26.9),07.08.78,USA
790,15.0,17:56.05,University of Arkansas,2,Philadelphia,28.04.1995
791,,,Catherine Allsopp,(4:28.7),,GBR
792,,,Sarah Schwald,(4:19.5),02.01.73,USA
793,,,Megan Flowers,(4:29.7),26.03.74,USA
794,,,Trine Pilskog,(4:38.2),01.12.72,NOR
795,16.0,17:56.35,University of Wisconsin,4,Philadelphia,25.04.2003
796,,,Elaine Canchola,(4:42.3),21.08.80,USA
797,,,Lindsay Blaisdell,(4:31.6),10.03.83,USA
798,,,Hilary Edmondon,(4:21.8),07.08.81,CAN
799,,,Bethany Brewster,(4:20.8),21.08.80,USA
800,16.0,17:56.57,Dartmouth College,5,Philadelphia,25.04.2003
801,,,Cecily Garber,,24.05.81,USA
802,,,Megan Malgeri,,16.04.81,USA
803,,,Megan Olds,,09.11.83,USA
804,,,Jessie Allen-Young,,14.04.81,USA
805,16.0,17:57.28,Pennsylvania State University,6,Philadelphia,27.04.2007
806,,,Meghan Noecker,(4:26.3),28.01.87,USA
807,,,Bridget Franek,(4:24.0),08.11.87,USA
808,,,Leah Rosenfeld,(4:30.8),28.07.88,USA
809,,,Claire Percival,(4:36.2),21.01.87,CAN
810,16.0,17:58.06,University of Michigan,1,Gainesville,25.03.2005
811,,,Katie Erdman,,24.08.83,USA
812,,,Lindsey Gallo,,29.11.81,USA
813,,,Jackie Gaydos,,13.04.85,USA
814,,,Theresa Feldkamp,,04.02.83,USA
815,16.0,17:58.39,University of Indiana,4,Philadelphia,23.04.2010
816,,,Wendi Robinson,(4:33.2),07.03.87,USA
817,,,Molly Beckwith,(4:23.2),04.08.87,USA
818,,,Chelsea Blanchard,(4:28.1),14.03.90,USA
819,,,Sarah Pease,(4:33.9),09.11.87,USA
820,16.0,17:58.39,University of Wisconsin,4,Philadelphia,26.04.2019
821,,,Amy Davis,(4:30.0),15.02.97,USA
822,,,Lucinda Crouch,(4:26.1),29.01.00,AUS
823,,,Madison Mooney,(4:35.3),21.03.00,USA
824,,,Alissa Niggemann,(4:27.0),15.11.97,USA
825,16.0,17:58.41,University of Kentucky,3,Philadelphia,28.04.1989
826,,,Jennifer Kendall,(4:35.1),69,USA
827,,,Donna Combs,(4:29.1),26.03.68,USA
828,,,Valerie McGovern,(4:28.4),10.05.66,IRL
829,,,Denise Bushallow,(4:25.8),28.09.69,USA
830,16.0,17:58.71,Boston College,4,Philadelphia,28.04.2001
831,,,Laura Smith,,27.08.81,USA
832,,,Shannon Smith,,30.03.78,USA
833,,,Katie Ryan,,22.04.80,USA
834,,,Jennifer Donovan,,04.05.82,USA
835,16.0,17:59.05,Duke University,4,Philadelphia,28.04.2006
836,,,Anna Farias-Eisner,(4:31.7),11.01.87,USA
837,,,Sally Meyerhoff,(4:28.2),07.12.83,USA
838,,,Molly Lehman,(4:38.4),02.08.86,USA
839,,,Clara Horowitz,(4:20.8),26.01.84,USA
840,16.0,17:59.74,Republic of Bashkortostan,2,Sochi,19.09.2010
841,,,Yuliya Vasilyeva,,23.03.87,RUS
842,,,Alfya Khasanova,,03.10.88,RUS
843,,,Regina Kashayeva,,21.08.79,RUS
844,,,Lyaysan Abdullina,,01.03.87,RUS
845,17.0,18:00.01,Moskovskaya Region,4,Adler,06.09.2014
846,,,Olga Tarantinova,,28.11.87,RUS
847,,,Anastasiya Potseluyeva,,05.06.88,RUS
848,,,Olesya Muratova,,25.10.92,RUS
849,,,Aleksandra Pavlyutenkova,,28.03.90,RUS
850,17.0,18:00.04,Republic of Bashkortostan,2,Sochi,17.09.2008
851,,,Yevgeniya Khaliullina,,13.01.85,RUS
852,,,Regina Rahitkulova,,14.03.79,RUS
853,,,Anna Solovyova,,19.02.84,RUS
854,,,Ulyana Postuhova,,13.01.84,RUS
855,17.0,18:00.08,University of Indiana,4,Philadelphia,28.04.1989
856,,,,,,USA
857,,,,,,USA
858,,,,,,USA
859,,,Michelle Dekkers,(4:27.7),19.04.68,RSA
860,17.0,18:00.17,Providence College,5,Philadelphia,28.04.1989
861,,,Anita Philpott,??,24.07.69,IRL
862,,,Patricia Logan,??,,USA
863,,,Martina Moloney,??,66,IRL
864,,,Geraldine Hendricken,??,19.04.70,IRL
865,17.0,18:00.22,Dartmouth College,4,Philadelphia,24.04.2015
866,,,Elizabeth Markowitz,,,USA
867,,,Helen Schlachtenhaufen,,14.03.95,USA
868,,,Reid Watson,,09.12.93,USA
869,,,Dana Giordano,,30.12.93,USA
870,17.0,18:00.28,Providence College,3,Philadelphia,28.04.1995
871,,,Marie Davenport,(4:29.9),24.01.75,IRL
872,,,Natalie Davey,(4:29.9),05.09.72,IRL
873,,,Maria McCambridge,(4:29.3),10.07.75,IRL
874,,,Amy Rudolph,(4:31.2),18.09.73,USA
875,17.0,18:00.43,University of Indiana,5,Philadelphia,24.04.2015
876,,,Brenna Calder,(4:28.1),21.03.96,USA
877,,,Brianna Johnson,(4:25.7),23.06.92,USA
878,,,Madison Stenger,(4:32.6),18.07.94,USA
879,,,Corinne Cominator,(4:34.0),05.06.94,USA
880,17.0,18:00.46,Syracuse University,5,Philadelphia,23.04.2010
881,,,Katie Hursey,(4:26.9),01.06.89,USA
882,,,Lauren Penney,(4:28.4),01.05.90,USA
883,,,Heather Stephens,(4:35.6),16.01.90,USA
884,,,Maegan Krifchin,(4:29.6),08.04.88,USA
885,17.0,18:00.63,Villanova University,3,Philadelphia,24.04.1998
886,,,Tamieka Grizzle,(4:22.8),14.07.77,USA
887,,,Kristen Nicolini,(4:31.1),21.09.77,USA
888,,,Ann McGranahnan,(4:38.0),08.01.79,USA
889,,,Carmen Douma,(4:28.5),12.03.77,CAN
890,17.0,18:01.02,Auburn University,5,Philadelphia,26.04.1991
891,,,Jill Faulkner,,,USA
892,,,Barbara Raymond,,,USA
893,,,Becky Herd,,,USA
894,,,Kelly Rabush,(4:25.1),22.10.67,USA
895,18.0,18:01.58,Auburn University,5,Philadelphia,26.04.1996
896,,,Charla Harrie,(4:29.7),21.06.73,USA
897,,,Janet Trujillo,(4:25.8),07.08.75,USA
898,,,Kathi Ward,(4:36.4),,USA
899,,,Rachel Sauder-Kinsman,(4:29.7),16.03.74,USA
900,18.0,18:02.32,Pennsylvania State University,4,Philadelphia,26.04.2013
901,,,Marta Klebe,(4:23.1),10.11.91,USA
902,,,Caitlin Lane,(4:31.5),08.04.90,USA
903,,,Brooklyne Ridder,(4:31.6),01.09.91,USA
904,,,Sarah Jane Underwood,(4.36.1),02.10.93,USA
905,18.0,18:02.36,University of Colorado,8,Philadelphia,23.04.1999
906,,,Heather Burroughs,,25.02.76,USA
907,,,Lesley Higgins,,08.10.80,USA
908,,,Kara Goucher,,09.07.78,USA
909,,,Carrie Messner,(4:22.2),17.06.77,USA
910,18.0,18:02.60,Iona College,7,Philadelphia,27.04.2007
911,,,Salome Kosgei,(4:27.3),03.09.80,KEN
912,,,Tracey Williams,(4:31.5),21.12.85,IRL
913,,,McKayla Plank,(4:20.8),09.12.87,USA
914,,,Alyssa Giuliani,(4:43.0),28.06.88,CAN
915,18.0,18:03.14,University of Indiana,6,Philadelphia,27.04.1990
916,,,,,,USA
917,,,Mary Beth Driscoll,,,USA
918,,,,,,USA
919,,,,,,USA
920,18.0,18:03.28,Knoxville Elite,2,Gainesville,25.03.2005
921,,,Mary Jane Harrelson,,17.06.78,USA
922,,,Sharon Dickie-Thompson,,01.08.79,USA
923,,,Hazel Clark,,03.10.77,USA
924,,,Lindsay Hyatt,,26.05.81,USA
925,18.0,18:03.40,Reebok Enclave,1,Raleigh,29.03.1996
926,,,Lisa Dressel,,66,USA
927,,,Kelly Rabush,,22.10.67,USA
928,,,Shelly McBride,,30.09.67,USA
929,,,Kari Bertrand,,04.11.70,USA
930,18.0,18:03.48,Texas A&M University,5,Philadelphia,28.04.2001
931,,,Andrea Bookout,,26.05.80,USA
932,,,Melissa Gulli,,22.11.79,USA
933,,,Jennifer Whatley,,09.11.79,USA
934,,,Sarah Steadman,,08.07.81,USA
935,18.0,18:03.55,University of Arkansas,4,Philadelphia,26.04.2002
936,,,Andreina Byrd,,21.08.78,GER
937,,,Erica Sigmont,,29.11.82,AUS
938,,,Londa Bevins,,30.05.81,USA
939,,,Christin Wurth-Thomas,,11.07.80,USA
940,18.0,18:03.65,Duke University,6,Philadelphia,23.04.2010
941,,,Emily Sherrard,(4:30.1),07.06.88,USA
942,,,Kate Van Buskirk,(4:20.4),09.06.87,CAN
943,,,Suejin Ahn,(4:31.1),12.01.90,USA
944,,,Anna Farias-Eisner,(4:42.1),11.01.87,USA
945,19.0,18:03.69,Duke University,6,Philadelphia,25.04.2003
946,,,Sally Meyerhoff,(4:30.2),07.12.83,USA
947,,,Shannon Rowbury,(4:29.7),19.09.84,USA
948,,,Meaghan Leon,(4:34.4),01.08.83,USA
949,,,Clara Horowitz,(4:29.4),26.01.84,USA
950,19.0,18:04.15,University of Tennessee,3,Raleigh,26.03.2004
951,,,Jessica Southers,,26.06.82,USA
952,,,Lindsay Hyatt,,26.05.81,USA
953,,,Elizabeth McCalley,,27.10.82,USA
954,,,Brooke Novak,,04.10.82,USA
955,19.0,18:04.27,Rice University,6,Philadelphia,28.04.2000
956,,,Kari Vigerstol,(4:27.6),03.06.77,AUS
957,,,Shaquandra Roberson,(4:23.4),03.02.77,USA
958,,,Katie Waite,(4:38.4),13.09.80,USA
959,,,Elizabeth Ruckman,(4:34.9),08.03.80,USA
960,19.0,18:04.43,Georgetown University,7,Philadelphia,28.04.2000
961,,,Lisa Roder,(4:30.8),,USA
962,,,Erin Sicher,(4:26.4),22.08.81,USA
963,,,Emily Enstice,(4:35.5),79,USA
964,,,Kathleen Linck,(4:31.7),08.02.77,USA
965,19.0,18:04.47,Temple University,7,Philadelphia,28.04.2017
966,,,Millie Howard,(4:35.9),04.02.98,GBR
967,,,Grace Moore,(4.36.6),16.10.98,USA
968,,,Katie Leisher,(4:45.1),14.07.98,USA
