Jahr,Note,Bundesland,Anzahl,Anteil in Prozent
2014,1.2,HB,47,1.5384615384615385
2014,1.3,HB,59,1.9312602291325696
2014,1.4,HB,71,2.324058919803601
2014,1.5,HB,63,2.062193126022913
2014,1.6,HB,72,2.3567921440261865
2014,1.7,HB,76,2.4877250409165304
2014,1.8,HB,103,3.3715220949263505
2014,1.9,HB,106,3.469721767594108
2014,2.0,HB,132,4.3207855973813425
2014,2.1,HB,134,4.386252045826514
2014,2.2,HB,148,4.844517184942717
2014,2.3,HB,151,4.942716857610475
2014,2.4,HB,148,4.844517184942717
2014,2.5,HB,140,4.582651391162029
2014,2.6,HB,164,5.368248772504091
2014,2.7,HB,182,5.957446808510638
2014,2.8,HB,185,6.055646481178396
2014,2.9,HB,160,5.237315875613748
2014,3.0,HB,185,6.055646481178396
2014,3.1,HB,167,5.466448445171849
2014,3.2,HB,146,4.779050736497545
2014,3.3,HB,124,4.058919803600655
2014,3.4,HB,102,3.3387888707037643
2014,3.5,HB,57,1.8657937806873977
2014,3.6,HB,21,0.6873977086743044
2014,3.7,HB,9,0.2945990180032733
2014,3.8,HB,2,0.06546644844517185
2014,3.9,HB,1,0.03273322422258593
2014,4.0,HB,1,0.03273322422258593
2014,1.0,HE,412,1.4135245479809242
2014,1.1,HE,314,1.0772978351116753
2014,1.2,HE,435,1.492434898960442
2014,1.3,HE,552,1.8938484235084228
2014,1.4,HE,629,2.158026555048547
2014,1.5,HE,752,2.5800253885477065
2014,1.6,HE,875,3.002024222046866
2014,1.7,HE,952,3.26620235358699
2014,1.8,HE,1067,3.660754108484578
2014,1.9,HE,1118,3.8357292345695955
2014,2.0,HE,1265,4.340069303873469
2014,2.1,HE,1345,4.614540089889182
2014,2.2,HE,1393,4.77922256149861
2014,2.3,HE,1458,5.002230075136378
2014,2.4,HE,1599,5.485984835489073
2014,2.5,HE,1687,5.787902700106358
2014,2.6,HE,1637,5.616358458846537
2014,2.7,HE,1673,5.739870312553608
2014,2.8,HE,1616,5.544309877517412
2014,2.9,HE,1515,5.197790510172574
2014,3.0,HE,1481,5.081140426115895
2014,3.1,HE,1378,4.727759289120664
2014,3.2,HE,1240,4.254297183243558
2014,3.3,HE,1022,3.5063642913507396
2014,3.4,HE,796,2.730984320856349
2014,3.5,HE,503,1.7257350670737983
2014,3.6,HE,286,0.9812330600061756
2014,3.7,HE,122,0.418567948673963
2014,3.8,HE,22,0.0754794661543212
2014,3.9,HE,3,0.010292654475589254
2014,4.0,HE,0,0.0
2014,1.0,HH,139,1.5766787658802177
2014,1.1,HH,75,0.8507259528130672
2014,1.2,HH,116,1.3157894736842106
2014,1.3,HH,153,1.735480943738657
2014,1.4,HH,188,2.132486388384755
2014,1.5,HH,214,2.427404718693285
2014,1.6,HH,232,2.6315789473684212
2014,1.7,HH,280,3.176043557168784
2014,1.8,HH,328,3.720508166969147
2014,1.9,HH,343,3.8906533575317606
2014,2.0,HH,403,4.571234119782214
2014,2.1,HH,410,4.650635208711433
2014,2.2,HH,479,5.433303085299456
2014,2.3,HH,456,5.172413793103448
2014,2.4,HH,461,5.229128856624319
2014,2.5,HH,515,5.8416515426497275
2014,2.6,HH,480,5.44464609800363
2014,2.7,HH,505,5.728221415607986
2014,2.8,HH,511,5.7962794918330305
2014,2.9,HH,461,5.229128856624319
2014,3.0,HH,422,4.786751361161524
2014,3.1,HH,431,4.888838475499092
2014,3.2,HH,378,4.287658802177859
2014,3.3,HH,330,3.7431941923774956
2014,3.4,HH,236,2.676950998185118
2014,3.5,HH,166,1.882940108892922
2014,3.6,HH,76,0.8620689655172413
2014,3.7,HH,22,0.24954627949183303
2014,3.8,HH,4,0.045372050816696916
2014,3.9,HH,1,0.011343012704174229
2014,4.0,HH,1,0.011343012704174229
2014,1.0,MV,66,1.8792710706150342
2014,1.1,MV,59,1.6799544419134396
2014,1.2,MV,54,1.5375854214123006
2014,1.3,MV,65,1.8507972665148065
2014,1.4,MV,85,2.420273348519362
2014,1.5,MV,126,3.5876993166287017
2014,1.6,MV,112,3.1890660592255125
2014,1.7,MV,137,3.9009111617312073
2014,1.8,MV,124,3.530751708428246
2014,1.9,MV,126,3.5876993166287017
2014,2.0,MV,148,4.214123006833713
2014,2.1,MV,170,4.840546697038724
2014,2.2,MV,191,5.438496583143508
2014,2.3,MV,187,5.324601366742597
2014,2.4,MV,161,4.5842824601366745
2014,2.5,MV,177,5.039863325740319
2014,2.6,MV,196,5.580865603644647
2014,2.7,MV,198,5.637813211845103
2014,2.8,MV,205,5.837129840546697
2014,2.9,MV,207,5.894077448747153
2014,3.0,MV,153,4.356492027334852
2014,3.1,MV,156,4.4419134396355355
2014,3.2,MV,144,4.100227790432802
2014,3.3,MV,116,3.3029612756264237
2014,3.4,MV,81,2.306378132118451
2014,3.5,MV,43,1.224373576309795
2014,3.6,MV,19,0.541002277904328
2014,3.7,MV,5,0.14236902050113895
2014,3.8,MV,1,0.02847380410022779
2014,3.9,MV,0,0.0
2014,4.0,MV,0,0.0
2014,1.0,NI,253,0.7811776330008954
2014,1.1,NI,186,0.5743045048939389
2014,1.2,NI,249,0.7688269984870473
2014,1.3,NI,343,1.0590669095624787
2014,1.4,NI,444,1.3709204310371446
2014,1.5,NI,521,1.6086701454287213
2014,1.6,NI,593,1.830981566677988
2014,1.7,NI,781,2.411461388828851
2014,1.8,NI,857,2.646123444591966
2014,1.9,NI,1011,3.1216228733751197
2014,2.0,NI,1072,3.309970049711304
2014,2.1,NI,1202,3.711365671411369
2014,2.2,NI,1378,4.254793590020688
2014,2.3,NI,1390,4.291845493562231
2014,2.4,NI,1659,5.12242566461852
2014,2.5,NI,1702,5.255194985642388
2014,2.6,NI,1816,5.6071880692870595
2014,2.7,NI,1878,5.798622904251706
2014,2.8,NI,2024,6.249421064007163
2014,2.9,NI,2184,6.74344644456109
2014,3.0,NI,1974,6.095038132584062
2014,3.1,NI,2038,6.292648284805632
2014,3.2,NI,1933,5.968444128817118
2014,3.3,NI,1730,5.341649427239324
2014,3.4,NI,1427,4.406088862815327
2014,3.5,NI,980,3.0259054558927967
2014,3.6,NI,539,1.664248000741038
2014,3.7,NI,188,0.580479822150863
2014,3.8,NI,33,0.10189273473924723
2014,3.9,NI,2,0.0061753172569240745
2014,4.0,NI,0,0.0
2014,1.0,NW,1221,1.429775872971264
2014,1.1,NW,770,0.9016604604323286
2014,1.2,NW,1072,1.2552987189395537
2014,1.3,NW,1399,1.6382116677205556
2014,1.4,NW,1719,2.0129277032249
2014,1.5,NW,1950,2.2834258413545983
2014,1.6,NW,2159,2.5281622520433733
2014,1.7,NW,2542,2.9766505070376357
2014,1.8,NW,2810,3.290475186772524
2014,1.9,NW,3155,3.6944659125506454
2014,2.0,NW,3122,3.65582332138926
2014,2.1,NW,3481,4.076207873720696
2014,2.2,NW,3836,4.491908475608328
2014,2.3,NW,4174,4.887702288109792
2014,2.4,NW,4269,4.998946111150144
2014,2.5,NW,4528,5.302231902386473
2014,2.6,NW,4705,5.5094967095248135
2014,2.7,NW,4757,5.570388065294269
2014,2.8,NW,4741,5.551652263519052
2014,2.9,NW,4709,5.514180659968617
2014,3.0,NW,4504,5.274128199723647
2014,3.1,NW,4597,5.383030047542097
2014,3.2,NW,4241,4.966158458043514
2014,3.3,NW,3731,4.368954776458465
2014,3.4,NW,3048,3.56917023817888
2014,3.5,NW,2304,2.6979554556312793
2014,3.6,NW,1237,1.4485116747464812
2014,3.7,NW,481,0.5632450408674676
2014,3.8,NW,107,0.12529567437176514
2014,3.9,NW,20,0.02341975221902152
2014,4.0,NW,9,0.010538888498559685
2014,1.0,RP,170,1.044739429695182
2014,1.1,RP,115,0.7067354965585054
2014,1.2,RP,161,0.9894296951819076
2014,1.3,RP,214,1.315142576204523
2014,1.4,RP,265,1.6285644051130777
2014,1.5,RP,308,1.8928220255653885
2014,1.6,RP,389,2.3906096361848572
2014,1.7,RP,448,2.753195673549656
2014,1.8,RP,517,3.177236971484759
2014,1.9,RP,525,3.226401179941003
2014,2.0,RP,635,3.902409046214356
2014,2.1,RP,682,4.191248770894789
2014,2.2,RP,767,4.71361848574238
2014,2.3,RP,810,4.977876106194691
2014,2.4,RP,800,4.916420845624385
2014,2.5,RP,943,5.795231071779744
2014,2.6,RP,841,5.168387413962635
2014,2.7,RP,904,5.555555555555555
2014,2.8,RP,978,6.010324483775811
2014,2.9,RP,920,5.653883972468043
2014,3.0,RP,978,6.010324483775811
2014,3.1,RP,900,5.530973451327434
2014,3.2,RP,844,5.186823992133727
2014,3.3,RP,738,4.535398230088496
2014,3.4,RP,640,3.933136676499508
2014,3.5,RP,408,2.5073746312684366
2014,3.6,RP,217,1.3335791543756146
2014,3.7,RP,119,0.7313176007866273
2014,3.8,RP,25,0.15363815142576204
2014,3.9,RP,2,0.012291052114060964
2014,4.0,RP,9,0.05530973451327434
2014,1.0,SH,100,0.8261731658955717
2014,1.1,SH,78,0.644415069398546
2014,1.2,SH,114,0.9418374091209517
2014,1.3,SH,140,1.1566424322538005
2014,1.4,SH,199,1.6440846001321876
2014,1.5,SH,227,1.8754130865829477
2014,1.6,SH,253,2.0902181097157966
2014,1.7,SH,326,2.693324520819564
2014,1.8,SH,382,3.1559814937210837
2014,1.9,SH,401,3.3129543952412424
2014,2.0,SH,480,3.965631196298744
2014,2.1,SH,490,4.048248512888302
2014,2.2,SH,544,4.49438202247191
2014,2.3,SH,575,4.750495703899538
2014,2.4,SH,652,5.386649041639128
2014,2.5,SH,708,5.849306014540648
2014,2.6,SH,739,6.105419695968275
2014,2.7,SH,740,6.113681427627231
2014,2.8,SH,734,6.064111037673497
2014,2.9,SH,728,6.0145406477197625
2014,3.0,SH,716,5.915399867812294
2014,3.1,SH,710,5.86582947785856
2014,3.2,SH,612,5.056179775280899
2014,3.3,SH,542,4.477858559153999
2014,3.4,SH,394,3.2551222736285523
2014,3.5,SH,263,2.1728354263053538
2014,3.6,SH,158,1.3053536021150034
2014,3.7,SH,74,0.6113681427627231
2014,3.8,SH,20,0.16523463317911435
2014,3.9,SH,2,0.016523463317911435
2014,4.0,SH,3,0.02478519497686715
2014,1.0,SL,59,1.6549789621318374
2014,1.1,SL,28,0.7854137447405329
2014,1.2,SL,33,0.9256661991584852
2014,1.3,SL,47,1.3183730715287518
2014,1.4,SL,59,1.6549789621318374
2014,1.5,SL,96,2.6928471248246844
2014,1.6,SL,85,2.3842917251051894
2014,1.7,SL,106,2.973352033660589
2014,1.8,SL,130,3.6465638148667603
2014,1.9,SL,146,4.095371669004208
2014,2.0,SL,157,4.403927068723703
2014,2.1,SL,165,4.628330995792426
2014,2.2,SL,167,4.6844319775596075
2014,2.3,SL,196,5.497896213183731
2014,2.4,SL,202,5.666199158485274
2014,2.5,SL,241,6.760168302945302
2014,2.6,SL,214,6.002805049088359
2014,2.7,SL,220,6.171107994389902
2014,2.8,SL,206,5.778401122019635
2014,2.9,SL,200,5.610098176718092
2014,3.0,SL,204,5.722300140252455
2014,3.1,SL,198,5.553997194950911
2014,3.2,SL,170,4.768583450210379
2014,3.3,SL,113,3.1697054698457223
2014,3.4,SL,73,2.047685834502104
2014,3.5,SL,34,0.9537166900420757
2014,3.6,SL,10,0.2805049088359046
2014,3.7,SL,6,0.16830294530154277
2014,3.8,SL,0,0.0
2014,3.9,SL,0,0.0
2014,4.0,SL,0,0.0
2014,1.0,SN,103,1.1830921203767517
2014,1.1,SN,77,0.8844475074661153
2014,1.2,SN,143,1.6425453710084998
2014,1.3,SN,191,2.1938892717665976
2014,1.4,SN,233,2.6763151849299334
2014,1.5,SN,251,2.8830691477142203
2014,1.6,SN,321,3.6871123363197795
2014,1.7,SN,344,3.9512979554330347
2014,1.8,SN,372,4.272915230875259
2014,1.9,SN,408,4.686423156443832
2014,2.0,SN,441,5.065472088215024
2014,2.1,SN,449,5.157362738341374
2014,2.2,SN,473,5.433034688720423
2014,2.3,SN,509,5.846542614288996
2014,2.4,SN,512,5.881001608086377
2014,2.5,SN,496,5.697220307833678
2014,2.6,SN,479,5.501952676315185
2014,2.7,SN,433,4.973581438088674
2014,2.8,SN,442,5.0769584194808175
2014,2.9,SN,475,5.45600735125201
2014,3.0,SN,365,4.192510912014702
2014,3.1,SN,353,4.054674936825178
2014,3.2,SN,310,3.560762692396049
2014,3.3,SN,249,2.8600964851826327
2014,3.4,SN,145,1.6655180335400872
2014,3.5,SN,90,1.0337698139214335
2014,3.6,SN,36,0.4135079255685734
2014,3.7,SN,5,0.05743165632896853
2014,3.8,SN,1,0.011486331265793705
2014,3.9,SN,0,0.0
2014,4.0,SN,0,0.0
2014,1.0,ST,65,1.4463729417000446
2014,1.1,ST,45,1.0013351134846462
2014,1.2,ST,72,1.6021361815754338
2014,1.3,ST,91,2.0249221183800623
2014,1.4,ST,91,2.0249221183800623
2014,1.5,ST,88,1.9581664441477526
2014,1.6,ST,146,3.248776145972408
2014,1.7,ST,153,3.404539385847797
2014,1.8,ST,185,4.116599910992434
2014,1.9,ST,180,4.005340453938585
2014,2.0,ST,196,4.361370716510903
2014,2.1,ST,189,4.205607476635514
2014,2.2,ST,213,4.739652870493992
2014,2.3,ST,256,5.696484201157098
2014,2.4,ST,230,5.117935024477081
2014,2.5,ST,258,5.740987983978638
2014,2.6,ST,255,5.674232309746328
2014,2.7,ST,248,5.518469069870939
2014,2.8,ST,229,5.095683133066311
2014,2.9,ST,249,5.540720961281709
2014,3.0,ST,238,5.29595015576324
2014,3.1,ST,234,5.2069425901201605
2014,3.2,ST,230,5.117935024477081
2014,3.3,ST,152,3.382287494437027
2014,3.4,ST,93,2.069425901201602
2014,3.5,ST,78,1.7356475300400533
2014,3.6,ST,27,0.6008010680907877
2014,3.7,ST,2,0.04450378282153983
2014,3.8,ST,1,0.022251891410769914
2014,3.9,ST,0,0.0
2014,4.0,ST,0,0.0
2014,1.0,TH,157,2.792600498043401
2014,1.1,TH,118,2.0988971896122375
2014,1.2,TH,144,2.5613660618996796
2014,1.3,TH,172,3.059409462824618
2014,1.4,TH,229,4.073283528993241
2014,1.5,TH,228,4.055496264674493
2014,1.6,TH,271,4.820348630380647
2014,1.7,TH,262,4.660263251511918
2014,1.8,TH,303,5.389541088580576
2014,1.9,TH,303,5.389541088580576
2014,2.0,TH,296,5.2650302383493415
2014,2.1,TH,308,5.478477410174315
2014,2.2,TH,281,4.9982212735681255
2014,2.3,TH,301,5.353966559943081
2014,2.4,TH,319,5.6741373176805405
2014,2.5,TH,301,5.353966559943081
2014,2.6,TH,265,4.713625044468161
2014,2.7,TH,279,4.9626467449306295
2014,2.8,TH,218,3.8776236214870154
2014,2.9,TH,217,3.8598363571682675
2014,3.0,TH,161,2.863749555318392
2014,3.1,TH,174,3.0949839914621133
2014,3.2,TH,139,2.472429740305941
2014,3.3,TH,87,1.5474919957310567
2014,3.4,TH,51,0.9071504802561366
2014,3.5,TH,24,0.42689434364994666
2014,3.6,TH,10,0.17787264318747775
2014,3.7,TH,2,0.03557452863749555
2014,3.8,TH,2,0.03557452863749555
2014,3.9,TH,0,0.0
2014,4.0,TH,0,0.0
2015,1.0,BB,176,2.183081121309849
2015,1.1,BB,87,1.079136690647482
2015,1.2,BB,143,1.773753411064252
2015,1.3,BB,183,2.269908211361945
2015,1.4,BB,243,3.0141404118084845
2015,1.5,BB,240,2.9769288017861575
2015,1.6,BB,313,3.8824113123294466
2015,1.7,BB,306,3.7955842222773506
2015,1.8,BB,371,4.601835772761102
2015,1.9,BB,364,4.515008682709005
2015,2.0,BB,377,4.676258992805756
2015,2.1,BB,425,5.271644753162986
2015,2.2,BB,433,5.370875713222525
2015,2.3,BB,419,5.197221533118333
2015,2.4,BB,474,5.879434383527661
2015,2.5,BB,451,5.594145373356487
2015,2.6,BB,451,5.594145373356487
2015,2.7,BB,442,5.482510543289506
2015,2.8,BB,446,5.532126023319275
2015,2.9,BB,406,5.0359712230215825
2015,3.0,BB,360,4.465393202679236
2015,3.1,BB,318,3.9444306623666585
2015,3.2,BB,242,3.001736541801042
2015,3.3,BB,203,2.5179856115107913
2015,3.4,BB,112,1.38923344083354
2015,3.5,BB,42,0.5209625403125775
2015,3.6,BB,20,0.24807740014884644
2015,3.7,BB,9,0.1116348300669809
2015,3.8,BB,3,0.037211610022326966
2015,3.9,BB,3,0.037211610022326966
2015,4.0,BB,0,0.0
2015,1.0,BE,252,1.5873015873015872
2015,1.1,BE,196,1.2345679012345678
2015,1.2,BE,242,1.5243134290753337
2015,1.3,BE,299,1.8833459309649785
2015,1.4,BE,367,2.311665406903502
2015,1.5,BE,461,2.9037540942302846
2015,1.6,BE,465,2.928949357520786
2015,1.7,BE,555,3.495842781557067
2015,1.8,BE,587,3.6974048878810786
2015,1.9,BE,700,4.409171075837743
2015,2.0,BE,707,4.45326278659612
2015,2.1,BE,734,4.623330813807004
2015,2.2,BE,814,5.127236079617032
2015,2.3,BE,777,4.894179894179894
2015,2.4,BE,894,5.63114134542706
2015,2.5,BE,885,5.574452003023431
2015,2.6,BE,903,5.6878306878306875
2015,2.7,BE,911,5.73822121441169
2015,2.8,BE,929,5.851599899218947
2015,2.9,BE,884,5.5681531872008065
2015,3.0,BE,772,4.862685815066768
2015,3.1,BE,690,4.346182917611489
2015,3.2,BE,654,4.119425547996976
2015,3.3,BE,473,2.979339884101789
2015,3.4,BE,339,2.1352985638699926
2015,3.5,BE,241,1.5180146132527086
2015,3.6,BE,106,0.6676744771982868
2015,3.7,BE,31,0.19526329050138574
2015,3.8,BE,2,0.012597631645250693
2015,3.9,BE,3,0.01889644746787604
2015,4.0,BE,3,0.01889644746787604
2015,1.0,BW,655,1.2817753077239193
2015,1.1,BW,459,0.8982211698401206
2015,1.2,BW,664,1.299387487524706
2015,1.3,BW,841,1.6457603569401773
2015,1.4,BW,1026,2.007788497289681
2015,1.5,BW,1222,2.39134263517348
2015,1.6,BW,1402,2.7435862311892136
2015,1.7,BW,1688,3.303262167080879
2015,1.8,BW,1825,3.5713586818261875
2015,1.9,BW,2114,4.136905344318115
2015,2.0,BW,2240,4.383475861529129
2015,2.1,BW,2477,4.847263262949844
2015,2.2,BW,2685,5.254300307234692
2015,2.3,BW,2786,5.4519481027768535
2015,2.4,BW,2811,5.500870824445705
2015,2.5,BW,2879,5.633940627384983
2015,2.6,BW,2844,5.56544881704859
2015,2.7,BW,2919,5.712216982055145
2015,2.8,BW,2882,5.639811353985245
2015,2.9,BW,2734,5.350188841705641
2015,3.0,BW,2594,5.076221600360071
2015,3.1,BW,2312,4.524373299935422
2015,3.2,BW,2181,4.268018238390638
2015,3.3,BW,1794,3.510694506956811
2015,3.4,BW,1373,2.686835874053345
2015,3.5,BW,997,1.951038140153813
2015,3.6,BW,502,0.9823682511105458
2015,3.7,BW,167,0.3268037807479306
2015,3.8,BW,22,0.04305199506858966
2015,3.9,BW,5,0.009784544333770377
2015,4.0,BW,1,0.0019569088667540755
2015,1.0,BY,790,1.8795203654358583
2015,1.1,BY,492,1.1705367339170156
2015,1.2,BY,689,1.6392272554244385
2015,1.3,BY,912,2.1697754092120287
2015,1.4,BY,1035,2.462409592691283
2015,1.5,BY,1262,3.002474305291207
2015,1.6,BY,1455,3.461648267986296
2015,1.7,BY,1655,3.9374762086029693
2015,1.8,BY,1867,4.441853825656643
2015,1.9,BY,2089,4.97002283974115
2015,2.0,BY,2043,4.860582413399315
2015,2.1,BY,2292,5.452988199467073
2015,2.2,BY,2295,5.460125618576323
2015,2.3,BY,2451,5.831271412257328
2015,2.4,BY,2443,5.812238294632661
2015,2.5,BY,2544,6.052531404644081
2015,2.6,BY,2357,5.607632280167492
2015,2.7,BY,2268,5.395888846593072
2015,2.8,BY,2191,5.212695089455653
2015,2.9,BY,2056,4.8915112295393985
2015,3.0,BY,1724,4.101636848115722
2015,3.1,BY,1647,3.918443090978302
2015,3.2,BY,1333,3.1713932242101257
2015,3.3,BY,948,2.25542443852303
2015,3.4,BY,642,1.5274076893795203
2015,3.5,BY,337,0.801770079939094
2015,3.6,BY,150,0.35687095546250475
2015,3.7,BY,43,0.1023030072325847
2015,3.8,BY,13,0.030928816140083745
2015,3.9,BY,2,0.00475827940616673
2015,4.0,BY,7,0.016653977921583556
2015,1.0,HB,65,2.009273570324575
2015,1.1,HB,35,1.0819165378670788
2015,1.2,HB,52,1.60741885625966
2015,1.3,HB,70,2.1638330757341575
2015,1.4,HB,70,2.1638330757341575
2015,1.5,HB,77,2.3802163833075736
2015,1.6,HB,88,2.7202472952086554
2015,1.7,HB,84,2.596599690880989
2015,1.8,HB,108,3.338485316846986
2015,1.9,HB,130,4.01854714064915
2015,2.0,HB,137,4.234930448222566
2015,2.1,HB,128,3.956723338485317
2015,2.2,HB,143,4.420401854714065
2015,2.3,HB,132,4.080370942812983
2015,2.4,HB,159,4.91499227202473
2015,2.5,HB,202,6.244204018547141
2015,2.6,HB,175,5.409582689335394
2015,2.7,HB,162,5.0077279752704795
2015,2.8,HB,182,5.62596599690881
2015,2.9,HB,188,5.811437403400309
2015,3.0,HB,193,5.965996908809892
2015,3.1,HB,180,5.564142194744977
2015,3.2,HB,149,4.605873261205564
2015,3.3,HB,129,3.987635239567233
2015,3.4,HB,99,3.060278207109737
2015,3.5,HB,57,1.7619783616692426
2015,3.6,HB,27,0.8346213292117465
2015,3.7,HB,10,0.3091190108191654
2015,3.8,HB,2,0.061823802163833076
2015,3.9,HB,2,0.061823802163833076
2015,4.0,HB,0,0.0
2015,1.0,HE,419,1.6383827324626574
2015,1.1,HE,269,1.0518495346836632
2015,1.2,HE,355,1.388128568076953
2015,1.3,HE,465,1.8182529131148824
2015,1.4,HE,556,2.1740830531008055
2015,1.5,HE,696,2.7215140376945337
2015,1.6,HE,732,2.862282005161492
2015,1.7,HE,831,3.249393915695628
2015,1.8,HE,974,3.8085555642449362
2015,1.9,HE,1030,4.027527958082428
2015,2.0,HE,1040,4.066630171267693
2015,2.1,HE,1123,4.391178540705404
2015,2.2,HE,1188,4.645342926409635
2015,2.3,HE,1340,5.239696566825683
2015,2.4,HE,1359,5.313990771877688
2015,2.5,HE,1418,5.544693829670759
2015,2.6,HE,1394,5.45084851802612
2015,2.7,HE,1423,5.564244936263393
2015,2.8,HE,1460,5.7089231250488774
2015,2.9,HE,1361,5.321811214514741
2015,3.0,HE,1335,5.2201454602330495
2015,3.1,HE,1107,4.328614999608978
2015,3.2,HE,1080,4.2230390240087585
2015,3.3,HE,955,3.73426135919293
2015,3.4,HE,731,2.8583717838429656
2015,3.5,HE,519,2.02940486431532
2015,3.6,HE,279,1.0909517478689295
2015,3.7,HE,109,0.42621412371940254
2015,3.8,HE,24,0.09384531164463909
2015,3.9,HE,2,0.007820442637053258
2015,4.0,HE,0,0.0
2015,1.0,HH,158,1.6717807639403237
2015,1.1,HH,110,1.1638980002116177
2015,1.2,HH,140,1.4813247275420591
2015,1.3,HH,156,1.6506189821182944
2015,1.4,HH,201,2.126759073113956
2015,1.5,HH,245,2.5923182731986034
2015,1.6,HH,267,2.825097873240927
2015,1.7,HH,307,3.2483335096815154
2015,1.8,HH,381,4.031319437096603
2015,1.9,HH,379,4.010157655274574
2015,2.0,HH,378,3.9995767643635594
2015,2.1,HH,451,4.771981800867633
2015,2.2,HH,461,4.87779070997778
2015,2.3,HH,488,5.163474764575177
2015,2.4,HH,486,5.142312982753148
2015,2.5,HH,527,5.576129510104751
2015,2.6,HH,491,5.195217437308221
2015,2.7,HH,498,5.269283673685324
2015,2.8,HH,523,5.533805946460692
2015,2.9,HH,562,5.946460691990265
2015,3.0,HH,475,5.025923182731986
2015,3.1,HH,466,4.930695164532854
2015,3.2,HH,407,4.3064226007829856
2015,3.3,HH,339,3.586922018833986
2015,3.4,HH,244,2.5817373822875886
2015,3.5,HH,178,1.8833985821606178
2015,3.6,HH,88,0.9311184001692943
2015,3.7,HH,34,0.35975029097450006
2015,3.8,HH,9,0.09522801819913236
2015,3.9,HH,2,0.021161781822029414
2015,4.0,HH,0,0.0
2015,1.0,MV,87,2.126099706744868
2015,1.1,MV,57,1.3929618768328447
2015,1.2,MV,81,1.9794721407624634
2015,1.3,MV,87,2.126099706744868
2015,1.4,MV,105,2.565982404692082
2015,1.5,MV,149,3.641251221896383
2015,1.6,MV,105,2.565982404692082
2015,1.7,MV,160,3.9100684261974585
2015,1.8,MV,174,4.252199413489736
2015,1.9,MV,175,4.27663734115347
2015,2.0,MV,170,4.1544477028347995
2015,2.1,MV,196,4.789833822091887
2015,2.2,MV,231,5.645161290322581
2015,2.3,MV,218,5.327468230694037
2015,2.4,MV,213,5.205278592375366
2015,2.5,MV,212,5.180840664711632
2015,2.6,MV,228,5.571847507331379
2015,2.7,MV,212,5.180840664711632
2015,2.8,MV,231,5.645161290322581
2015,2.9,MV,204,4.9853372434017595
2015,3.0,MV,191,4.667644183773216
2015,3.1,MV,186,4.545454545454546
2015,3.2,MV,153,3.7390029325513194
2015,3.3,MV,130,3.176930596285435
2015,3.4,MV,71,1.7350928641251222
2015,3.5,MV,46,1.1241446725317692
2015,3.6,MV,17,0.41544477028348
2015,3.7,MV,2,0.04887585532746823
2015,3.8,MV,1,0.024437927663734114
2015,3.9,MV,0,0.0
2015,4.0,MV,0,0.0
2015,1.0,NI,264,0.7817589576547231
2015,1.1,NI,186,0.5507847201658277
2015,1.2,NI,302,0.8942848682262363
2015,1.3,NI,366,1.0838021912940479
2015,1.4,NI,499,1.477642878294344
2015,1.5,NI,602,1.7826473201066035
2015,1.6,NI,715,2.1172638436482085
2015,1.7,NI,796,2.3571217056559077
2015,1.8,NI,869,2.57328990228013
2015,1.9,NI,1136,3.363932484453657
2015,2.0,NI,1132,3.3520876517619187
2015,2.1,NI,1284,3.8021912940479714
2015,2.2,NI,1412,4.1812259401835945
2015,2.3,NI,1532,4.536570920935742
2015,2.4,NI,1666,4.933372816108973
2015,2.5,NI,1868,5.531536867041753
2015,2.6,NI,1917,5.676636067515546
2015,2.7,NI,1945,5.759549896357714
2015,2.8,NI,2122,6.28368374296713
2015,2.9,NI,2242,6.639028723719277
2015,3.0,NI,2050,6.070476754515843
2015,3.1,NI,2102,6.22445957950844
2015,3.2,NI,1959,5.801006810778798
2015,3.3,NI,1755,5.196920343500148
2015,3.4,NI,1396,4.133846609416642
2015,3.5,NI,953,2.822031388806633
2015,3.6,NI,521,1.5427894580989043
2015,3.7,NI,156,0.46194847497779096
2015,3.8,NI,21,0.062185371631625706
2015,3.9,NI,2,0.005922416345869114
2015,4.0,NI,0,0.0
2015,1.0,NW,1280,1.4823908184418684
2015,1.1,NW,823,0.953130971545045
2015,1.2,NW,1170,1.3549978574820203
2015,1.3,NW,1426,1.6514760211703938
2015,1.4,NW,1642,1.9016294717824591
2015,1.5,NW,2000,2.316235653815419
2015,1.6,NW,2359,2.731999953675287
2015,1.7,NW,2654,3.0736447126130613
2015,1.8,NW,3030,3.5090970155303602
2015,1.9,NW,3436,3.9792928532548903
2015,2.0,NW,3366,3.8982246053713503
2015,2.1,NW,3733,4.3232538478464795
2015,2.2,NW,4145,4.800398392532456
2015,2.3,NW,4113,4.76333862207141
2015,2.4,NW,4421,5.120038912758984
2015,2.5,NW,4682,5.422307665581896
2015,2.6,NW,4578,5.301863411583494
2015,2.7,NW,4616,5.345871889005988
2015,2.8,NW,4763,5.516115209561421
2015,2.9,NW,4936,5.716469593616455
2015,3.0,NW,4357,5.045919371836891
2015,3.1,NW,4448,5.1513080940854925
2015,3.2,NW,4075,4.719330144648916
2015,3.3,NW,3581,4.147219938156508
2015,3.4,NW,2892,3.349276755417096
2015,3.5,NW,2110,2.443628614775267
2015,3.6,NW,1125,1.3028825552711734
2015,3.7,NW,455,0.5269436112430078
2015,3.8,NW,89,0.10307248659478616
2015,3.9,NW,22,0.02547859219196961
2015,4.0,NW,20,0.023162356538154193
